codigo_cnes,nome_fantasia,nome_razao_social,codigo_tipo_unidade,bairro_estabelecimento,endereco_estabelecimento,numero_telefone_estabelecimento,descricao_turno_atendimento,descricao_esfera_administrativa,estabelecimento_faz_atendimento_ambulatorial_sus,estabelecimento_possui_atendimento_hospitalar,latitude_estabelecimento_decimo_grau,longitude_estabelecimento_decimo_grau,descricao_tipo_unidade,distrito
7821654,CONSULTORIO DE PSICOLOGIA JULIANA NEVES,JULIANA CARVALHO SILVEIRA NEVES,22,CENTRO,AVENIDA PRESIDENTE VARGAS,98452323,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,0.0,-20.14330523461939,-44.201109409332275,CONSULTORIO ISOLADO,Brumadinho
7833547,UNIDADE DE SAUDE DA FAMILIA SUZANA,MUNICIPIO DE BRUMADINHO,2,SUZANA,RUA JOSE,,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,SIM,0.0,,,CENTRO DE SAUDE/UNIDADE BASICA,sem coordenada
7857616,CONSULTORIO ODONTOLOGICO FLAVIA SOUZA FREITAS RIVA,FLAVIA SOUZA FREITAS RIVA,22,CENTRO,RUA GOVERNADOR VALADARES,,ATENDIMENTO COM TURNOS INTERMITENTES,MUNICIPAL,NAO,0.0,-20.14338581538773,-44.203040599823,CONSULTORIO ISOLADO,Brumadinho
7859317,RADIOBRUMA RADIOLOGIA ODONTOLOGICA,RADIOBRUMA RADIOLOGIA ODONTOLOGICA LTDA ME,22,CENTRO,PRACA PAULO ALVES MOREIRA,35711800,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,0.0,-20.1422658,-44.2004639,CONSULTORIO ISOLADO,Brumadinho
7862946,CONSULTORIO MEDICO EM DERMATOLOGIA JULIANA GARCIA CAMARINHA,JULIANA GARCIA CAMARINHA,22,CENTRO,RUA ARISTIDES PASSOS,31341505,ATENDIMENTO SOMENTE A TARDE,MUNICIPAL,NAO,0.0,-20.142942620647407,-44.19975757598877,CONSULTORIO ISOLADO,Brumadinho
7883463,LAR DOS IDOSOS PADRE VICENTE ASSUNCAO,LAR DOS IDOSOS PADRE VICENTE ASSUNCAO,22,CENTRO,RUA JOAO FERNANDES DO CARMO,35711001,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",MUNICIPAL,NAO,0.0,-20.144362853896176,-44.199151396751404,CONSULTORIO ISOLADO,Brumadinho
7963440,ODONTO CENTER CONSULTORIOS ODONTOLOGICOS,GISELLY LAS CASAS AMARAL FRICHE,22,SAO SEBASTIAO,RUA ITAGUA,,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,0.0,-20.1429161,-44.2111233,CONSULTORIO ISOLADO,Brumadinho
7963564,CONSULTORIO ODONTOLOGICO GLEICILAYNE LAS CASAS AMARAL,GLEICILAYNE LAS CASAS AMARAL,22,SAO SEBASTIAO,RUA ITAGUA,,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,0.0,-20.14235840747753,-44.207139015197754,CONSULTORIO ISOLADO,Brumadinho
7963580,CONSULTORIO ODONTOLOGICO GRASIELLY LAS CASAS AMARAL,GRASIELLY LAS CASAS AMARAL,22,SAO SEBASTIAO,RUA ITAGUA,,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,0.0,-20.142459134042006,-44.20705318450928,CONSULTORIO ISOLADO,Brumadinho
9071946,LABORATORIO DE ANALISES CLINICAS UPA,MUNICIPIO DE BRUMADINHO,39,SANTA CRUZ,BR MG 040 KM48,,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",MUNICIPAL,SIM,0.0,-20.125324611533014,-44.20018672943115,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Brumadinho
9186069,CEO CENTRO DE EXCELENCIA EM OFTALMOLOGIA,MEDCORP SERVICOS MEDICOS LTDA,36,JOTA,RUA RIO PARAOPEBA,,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,0.0,-20.1472433,-44.1985984,CLINICA/CENTRO DE ESPECIALIDADE,Brumadinho
9207953,SECRETARIA MUNICIPAL DE SAUDE DE BRUMADINHO,MUNICIPIO DE BRUMADINHO,68,JOTA,AVENIDA NOSSSA SENHORA DO BELO RAMO,31-35713020,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,,-20.144948,-44.197953,CENTRAL DE GESTAO EM SAUDE,Brumadinho
9269436,CAPS INFANTOJUVENIL DE BRUMADINHO,MUNICIPIO DE BRUMADINHO,70,SAO CONRADO,RUA CARLOS NOGUEIRA,35713025,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,0.0,-20.1379414,-44.2058273,CENTRO DE ATENCAO PSICOSSOCIAL,Brumadinho
9326472,CONSULTORIO ODONTOLOGICO BRUNO EMERITO,BRUNO EMERITO CAMPOS MACIEL,22,CENTRO,RUA PRESIDENTE VARGAS,35714167,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,0.0,-20.14368799289881,-44.201152324676514,CONSULTORIO ISOLADO,Brumadinho
9340424,CARLETI OCUPACIONAL,CARLETI OCUPACIONAL CIA LTDA ME,39,CENTRO,RUA PRESIDENTE VARGAS,35712904,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,0.0,-20.1422873,-44.2010623,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Brumadinho
9348816,CONSULTORIO MEDICO EM CARDIOLOGIA RENATA BRAGA PAULINO,RENATA FELICIO BRAGA PAULINO,22,CENTRO,RUA ARISTIDES PASSOS,,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,0.0,-20.14306349206493,-44.199349880218506,CONSULTORIO ISOLADO,Brumadinho
9356967,CONSULTORIO MEDICO EM PSIQUIATRIA BRUNO LUCIO DE OLIVEIRA,BRUNO LUCIO MARQUES BARBOSA DE OLIVEIRA,22,CENTRO,RUA BARAO DO RIO BRANCO,,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,0.0,-20.14276131334575,-44.1999077796936,CONSULTORIO ISOLADO,Brumadinho
9451226,ORAL IMAGENS,ALVES E LIMA CLINICA RADIOLOGICA LTDA,22,CENTRO,AVENIDA VIGILATO RODRIGUES BRAGA,998042657,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,0.0,-20.14306349206493,-44.20168876647949,CONSULTORIO ISOLADO,Brumadinho
9514856,CONSULTORIO MEDICO H A SAUDE,H A SAUDE EIRELI,22,CENTRO,RUA ARISTIDES PASSOS,35711899,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,0.0,-20.142904848310245,-44.200605154037476,CONSULTORIO ISOLADO,Brumadinho
9551832,CONSULTORIO ODONTOLOGICO LEONARDO MORAIS,LEONARDO CRUZ MORAIS,22,CENTRO,AVENIDA VIGILATO BRAGA,,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,NAO,0.0,-20.143526831632308,-44.201624393463135,CONSULTORIO ISOLADO,Brumadinho
9595597,DEPARTAMENTO REGULACAO AUDITORIA AVALIACAO E CONTROLE,MUNICIPIO DE BRUMADINHO,81,JOTA,AVENIDA NOSSA SENHORA DO BELO RAMO,,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,MUNICIPAL,SIM,,-20.1581496,-44.1951061,CENTRAL DE REGULACAO DO ACESSO,Brumadinho
