aba_origem,variavel,variavel_num,tipo,tema,descricao
Dicionário não PCT,V00378,378,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00379,379,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00380,380,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00381,381,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00382,382,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00383,383,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00384,384,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00385,385,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00386,386,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00387,387,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00388,388,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00389,389,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00390,390,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00391,391,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00392,392,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00393,393,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00394,394,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00395,395,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00396,396,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00397,397,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza"
Dicionário não PCT,V00398,398,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza"
Dicionário não PCT,V00399,399,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade"
Dicionário não PCT,V00400,400,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade"
Dicionário não PCT,V00401,401,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública"
Dicionário não PCT,V00402,402,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo"
Dicionário não PCT,V00403,403,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo coletado no domicílio por serviço de limpeza"
Dicionário não PCT,V00404,404,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo depositado em caçamba de serviço de limpeza"
Dicionário não PCT,V00405,405,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo queimado na propriedade"
Dicionário não PCT,V00406,406,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo enterrado na propriedade"
Dicionário não PCT,V00407,407,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Lixo jogado em terreno baldio, encosta ou área pública"
Dicionário não PCT,V00408,408,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Outro destino do lixo"
Dicionário não PCT,V00409,409,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo coletado no domicílio por serviço de limpeza"
Dicionário não PCT,V00410,410,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo depositado em caçamba de serviço de limpeza"
Dicionário não PCT,V00411,411,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo queimado na propriedade"
Dicionário não PCT,V00412,412,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo enterrado na propriedade"
Dicionário não PCT,V00413,413,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo jogado em terreno baldio, encosta ou área pública"
Dicionário não PCT,V00414,414,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Outro destino do lixo"
Dicionário não PCT,V00415,415,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo coletado no domicílio por serviço de limpeza"
Dicionário não PCT,V00416,416,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo depositado em caçamba de serviço de limpeza"
Dicionário não PCT,V00417,417,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo queimado na propriedade"
Dicionário não PCT,V00418,418,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo enterrado na propriedade"
Dicionário não PCT,V00419,419,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo jogado em terreno baldio, encosta ou área pública"
Dicionário não PCT,V00420,420,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Outro destino do lixo"
Dicionário não PCT,V00421,421,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é branca"
Dicionário não PCT,V00422,422,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00423,423,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00424,424,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00425,425,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00426,426,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é branca"
Dicionário não PCT,V00427,427,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00428,428,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00429,429,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00430,430,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00431,431,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é branca"
Dicionário não PCT,V00432,432,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00433,433,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00434,434,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00435,435,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00436,436,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é branca"
Dicionário não PCT,V00437,437,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00438,438,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00439,439,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00440,440,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00441,441,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é branca"
Dicionário não PCT,V00442,442,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00443,443,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00444,444,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00445,445,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00446,446,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é branca"
Dicionário não PCT,V00447,447,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00448,448,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00449,449,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00450,450,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00451,451,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00452,452,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00453,453,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00454,454,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00455,455,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00456,456,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00457,457,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00458,458,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00459,459,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00460,460,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00461,461,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00462,462,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00463,463,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma"
Dicionário não PCT,V00464,464,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água"
Dicionário não PCT,V00465,465,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma"
Dicionário não PCT,V00466,466,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Domicílio não possui ligação à rede geral de distribuição de água"
Dicionário não PCT,V00467,467,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma"
Dicionário não PCT,V00468,468,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Domicílio não possui ligação à rede geral de distribuição de água"
Dicionário não PCT,V00469,469,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma"
Dicionário não PCT,V00470,470,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Domicílio não possui ligação à rede geral de distribuição de água"
Dicionário não PCT,V00471,471,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Cor ou raça da pessoa responsável pelo domicílio é branca"
Dicionário não PCT,V00472,472,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00473,473,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00474,474,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00475,475,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00476,476,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Cor ou raça da pessoa responsável pelo domicílio é branca"
Dicionário não PCT,V00477,477,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00478,478,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00479,479,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00480,480,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00481,481,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00482,482,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00483,483,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00484,484,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00485,485,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio"
Dicionário não PCT,V00486,486,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio"
Dicionário não PCT,V00487,487,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio"
Dicionário não PCT,V00488,488,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, 4 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio"
Dicionário não PCT,V00489,489,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, 5 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio"
Dicionário não PCT,V00490,490,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, 6 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio"
Dicionário não PCT,V00491,491,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, 7 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio"
Dicionário não PCT,V00492,492,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, 8 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio"
Dicionário não PCT,V00493,493,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, 9 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio"
Dicionário não PCT,V00494,494,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Com banheiro de uso exclusivo com chuveiro e vaso sanitário"
Dicionário não PCT,V00495,495,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Sem banheiro de uso exclusivo com chuveiro e vaso sanitário"
Dicionário não PCT,V00496,496,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Quantidade de moradores"
Dicionário não PCT,V00497,497,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Quantidade de moradores"
Dicionário não PCT,V00498,498,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Quantidade de moradores"
Dicionário não PCT,V00499,499,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00500,500,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00501,501,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00502,502,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00503,503,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00504,504,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00505,505,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Pessoas de sexo feminino no domicílio"
Dicionário não PCT,V00506,506,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Pessoas de sexo feminino no domicílio"
Dicionário não PCT,V00507,507,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Pessoas de sexo feminino no domicílio"
Dicionário não PCT,V00508,508,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Quantidade de moradores"
Dicionário não PCT,V00509,509,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Quantidade de moradores"
Dicionário não PCT,V00510,510,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Quantidade de moradores"
Dicionário não PCT,V00511,511,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Quantidade de moradores"
Dicionário não PCT,V00512,512,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Quantidade de moradores"
Dicionário não PCT,V00513,513,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Quantidade de moradores"
Dicionário não PCT,V00514,514,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Quantidade de moradores"
