aba_origem,variavel,variavel_num,tipo,tema,descricao
Dicionário PCT - Quilombolas,V03437,3437,Pessoas,Quilombolas,"Sexo masculino, 65 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03438,3438,Pessoas,Quilombolas,"Sexo masculino, 66 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03439,3439,Pessoas,Quilombolas,"Sexo masculino, 67 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03440,3440,Pessoas,Quilombolas,"Sexo masculino, 68 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03441,3441,Pessoas,Quilombolas,"Sexo masculino, 69 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03442,3442,Pessoas,Quilombolas,"Sexo masculino, 70 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03443,3443,Pessoas,Quilombolas,"Sexo masculino, 71 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03444,3444,Pessoas,Quilombolas,"Sexo masculino, 72 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03445,3445,Pessoas,Quilombolas,"Sexo masculino, 73 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03446,3446,Pessoas,Quilombolas,"Sexo masculino, 74 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03447,3447,Pessoas,Quilombolas,"Sexo masculino, 75 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03448,3448,Pessoas,Quilombolas,"Sexo masculino, 76 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03449,3449,Pessoas,Quilombolas,"Sexo masculino, 77 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03450,3450,Pessoas,Quilombolas,"Sexo masculino, 78 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03451,3451,Pessoas,Quilombolas,"Sexo masculino, 79 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03452,3452,Pessoas,Quilombolas,"Sexo masculino, 80 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03453,3453,Pessoas,Quilombolas,"Sexo masculino, 81 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03454,3454,Pessoas,Quilombolas,"Sexo masculino, 82 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03455,3455,Pessoas,Quilombolas,"Sexo masculino, 83 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03456,3456,Pessoas,Quilombolas,"Sexo masculino, 84 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03457,3457,Pessoas,Quilombolas,"Sexo masculino, 85 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03458,3458,Pessoas,Quilombolas,"Sexo masculino, 86 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03459,3459,Pessoas,Quilombolas,"Sexo masculino, 87 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03460,3460,Pessoas,Quilombolas,"Sexo masculino, 88 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03461,3461,Pessoas,Quilombolas,"Sexo masculino, 89 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03462,3462,Pessoas,Quilombolas,"Sexo masculino, 90 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03463,3463,Pessoas,Quilombolas,"Sexo masculino, 91 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03464,3464,Pessoas,Quilombolas,"Sexo masculino, 92 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03465,3465,Pessoas,Quilombolas,"Sexo masculino, 93 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03466,3466,Pessoas,Quilombolas,"Sexo masculino, 94 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03467,3467,Pessoas,Quilombolas,"Sexo masculino, 95 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03468,3468,Pessoas,Quilombolas,"Sexo masculino, 96 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03469,3469,Pessoas,Quilombolas,"Sexo masculino, 97 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03470,3470,Pessoas,Quilombolas,"Sexo masculino, 98 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03471,3471,Pessoas,Quilombolas,"Sexo masculino, 99 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03472,3472,Pessoas,Quilombolas,"Sexo masculino, 100 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03473,3473,Pessoas,Quilombolas,"Sexo feminino, 0 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03474,3474,Pessoas,Quilombolas,"Sexo feminino, 1 ano, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03475,3475,Pessoas,Quilombolas,"Sexo feminino, 2 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03476,3476,Pessoas,Quilombolas,"Sexo feminino, 3 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03477,3477,Pessoas,Quilombolas,"Sexo feminino, 4 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03478,3478,Pessoas,Quilombolas,"Sexo feminino, 5 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03479,3479,Pessoas,Quilombolas,"Sexo feminino, 6 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03480,3480,Pessoas,Quilombolas,"Sexo feminino, 7 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03481,3481,Pessoas,Quilombolas,"Sexo feminino, 8 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03482,3482,Pessoas,Quilombolas,"Sexo feminino, 9 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03483,3483,Pessoas,Quilombolas,"Sexo feminino, 10 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03484,3484,Pessoas,Quilombolas,"Sexo feminino, 11 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03485,3485,Pessoas,Quilombolas,"Sexo feminino, 12 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03486,3486,Pessoas,Quilombolas,"Sexo feminino, 13 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03487,3487,Pessoas,Quilombolas,"Sexo feminino, 14 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03488,3488,Pessoas,Quilombolas,"Sexo feminino, 15 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03489,3489,Pessoas,Quilombolas,"Sexo feminino, 16 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03490,3490,Pessoas,Quilombolas,"Sexo feminino, 17 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03491,3491,Pessoas,Quilombolas,"Sexo feminino, 18 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03492,3492,Pessoas,Quilombolas,"Sexo feminino, 19 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03493,3493,Pessoas,Quilombolas,"Sexo feminino, 20 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03494,3494,Pessoas,Quilombolas,"Sexo feminino, 21 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03495,3495,Pessoas,Quilombolas,"Sexo feminino, 22 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03496,3496,Pessoas,Quilombolas,"Sexo feminino, 23 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03497,3497,Pessoas,Quilombolas,"Sexo feminino, 24 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03498,3498,Pessoas,Quilombolas,"Sexo feminino, 25 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03499,3499,Pessoas,Quilombolas,"Sexo feminino, 26 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03500,3500,Pessoas,Quilombolas,"Sexo feminino, 27 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03501,3501,Pessoas,Quilombolas,"Sexo feminino, 28 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03502,3502,Pessoas,Quilombolas,"Sexo feminino, 29 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03503,3503,Pessoas,Quilombolas,"Sexo feminino, 30 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03504,3504,Pessoas,Quilombolas,"Sexo feminino, 31 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03505,3505,Pessoas,Quilombolas,"Sexo feminino, 32 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03506,3506,Pessoas,Quilombolas,"Sexo feminino, 33 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03507,3507,Pessoas,Quilombolas,"Sexo feminino, 34 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03508,3508,Pessoas,Quilombolas,"Sexo feminino, 35 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03509,3509,Pessoas,Quilombolas,"Sexo feminino, 36 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03510,3510,Pessoas,Quilombolas,"Sexo feminino, 37 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03511,3511,Pessoas,Quilombolas,"Sexo feminino, 38 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03512,3512,Pessoas,Quilombolas,"Sexo feminino, 39 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03513,3513,Pessoas,Quilombolas,"Sexo feminino, 40 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03514,3514,Pessoas,Quilombolas,"Sexo feminino, 41 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03515,3515,Pessoas,Quilombolas,"Sexo feminino, 42 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03516,3516,Pessoas,Quilombolas,"Sexo feminino, 43 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03517,3517,Pessoas,Quilombolas,"Sexo feminino, 44 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03518,3518,Pessoas,Quilombolas,"Sexo feminino, 45 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03519,3519,Pessoas,Quilombolas,"Sexo feminino, 46 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03520,3520,Pessoas,Quilombolas,"Sexo feminino, 47 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03521,3521,Pessoas,Quilombolas,"Sexo feminino, 48 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03522,3522,Pessoas,Quilombolas,"Sexo feminino, 49 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03523,3523,Pessoas,Quilombolas,"Sexo feminino, 50 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03524,3524,Pessoas,Quilombolas,"Sexo feminino, 51 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03525,3525,Pessoas,Quilombolas,"Sexo feminino, 52 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03526,3526,Pessoas,Quilombolas,"Sexo feminino, 53 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03527,3527,Pessoas,Quilombolas,"Sexo feminino, 54 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03528,3528,Pessoas,Quilombolas,"Sexo feminino, 55 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03529,3529,Pessoas,Quilombolas,"Sexo feminino, 56 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03530,3530,Pessoas,Quilombolas,"Sexo feminino, 57 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03531,3531,Pessoas,Quilombolas,"Sexo feminino, 58 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03532,3532,Pessoas,Quilombolas,"Sexo feminino, 59 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03533,3533,Pessoas,Quilombolas,"Sexo feminino, 60 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03534,3534,Pessoas,Quilombolas,"Sexo feminino, 61 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03535,3535,Pessoas,Quilombolas,"Sexo feminino, 62 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03536,3536,Pessoas,Quilombolas,"Sexo feminino, 63 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03537,3537,Pessoas,Quilombolas,"Sexo feminino, 64 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03538,3538,Pessoas,Quilombolas,"Sexo feminino, 65 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03539,3539,Pessoas,Quilombolas,"Sexo feminino, 66 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03540,3540,Pessoas,Quilombolas,"Sexo feminino, 67 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03541,3541,Pessoas,Quilombolas,"Sexo feminino, 68 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03542,3542,Pessoas,Quilombolas,"Sexo feminino, 69 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03543,3543,Pessoas,Quilombolas,"Sexo feminino, 70 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03544,3544,Pessoas,Quilombolas,"Sexo feminino, 71 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03545,3545,Pessoas,Quilombolas,"Sexo feminino, 72 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03546,3546,Pessoas,Quilombolas,"Sexo feminino, 73 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03547,3547,Pessoas,Quilombolas,"Sexo feminino, 74 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03548,3548,Pessoas,Quilombolas,"Sexo feminino, 75 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03549,3549,Pessoas,Quilombolas,"Sexo feminino, 76 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03550,3550,Pessoas,Quilombolas,"Sexo feminino, 77 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03551,3551,Pessoas,Quilombolas,"Sexo feminino, 78 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03552,3552,Pessoas,Quilombolas,"Sexo feminino, 79 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03553,3553,Pessoas,Quilombolas,"Sexo feminino, 80 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03554,3554,Pessoas,Quilombolas,"Sexo feminino, 81 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03555,3555,Pessoas,Quilombolas,"Sexo feminino, 82 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03556,3556,Pessoas,Quilombolas,"Sexo feminino, 83 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03557,3557,Pessoas,Quilombolas,"Sexo feminino, 84 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03558,3558,Pessoas,Quilombolas,"Sexo feminino, 85 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03559,3559,Pessoas,Quilombolas,"Sexo feminino, 86 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03560,3560,Pessoas,Quilombolas,"Sexo feminino, 87 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03561,3561,Pessoas,Quilombolas,"Sexo feminino, 88 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03562,3562,Pessoas,Quilombolas,"Sexo feminino, 89 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03563,3563,Pessoas,Quilombolas,"Sexo feminino, 90 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03564,3564,Pessoas,Quilombolas,"Sexo feminino, 91 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03565,3565,Pessoas,Quilombolas,"Sexo feminino, 92 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03566,3566,Pessoas,Quilombolas,"Sexo feminino, 93 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03567,3567,Pessoas,Quilombolas,"Sexo feminino, 94 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03568,3568,Pessoas,Quilombolas,"Sexo feminino, 95 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03569,3569,Pessoas,Quilombolas,"Sexo feminino, 96 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03570,3570,Pessoas,Quilombolas,"Sexo feminino, 97 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03571,3571,Pessoas,Quilombolas,"Sexo feminino, 98 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03572,3572,Pessoas,Quilombolas,"Sexo feminino, 99 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03573,3573,Pessoas,Quilombolas,"Sexo feminino, 100 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03574,3574,Pessoas,Quilombolas,"0 a 4 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03575,3575,Pessoas,Quilombolas,"5 a 9 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03576,3576,Pessoas,Quilombolas,"10 a 14 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03577,3577,Pessoas,Quilombolas,"15 a 19 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03578,3578,Pessoas,Quilombolas,"20 a 24 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03579,3579,Pessoas,Quilombolas,"25 a 29 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03580,3580,Pessoas,Quilombolas,"30 a 39 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03581,3581,Pessoas,Quilombolas,"40 a 49 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03582,3582,Pessoas,Quilombolas,"50 a 59 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03583,3583,Pessoas,Quilombolas,"60 a 69 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03584,3584,Pessoas,Quilombolas,"70 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03585,3585,Pessoas,Quilombolas,"Sexo masculino, 0 a 4 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03586,3586,Pessoas,Quilombolas,"Sexo masculino, 5 a 9 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03587,3587,Pessoas,Quilombolas,"Sexo masculino, 10 a 14 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03588,3588,Pessoas,Quilombolas,"Sexo masculino, 15 a 19 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03589,3589,Pessoas,Quilombolas,"Sexo masculino, 20 a 24 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03590,3590,Pessoas,Quilombolas,"Sexo masculino, 25 a 29 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03591,3591,Pessoas,Quilombolas,"Sexo masculino, 30 a 39 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03592,3592,Pessoas,Quilombolas,"Sexo masculino, 40 a 49 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03593,3593,Pessoas,Quilombolas,"Sexo masculino, 50 a 59 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03594,3594,Pessoas,Quilombolas,"Sexo masculino, 60 a 69 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03595,3595,Pessoas,Quilombolas,"Sexo masculino, 70 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03596,3596,Pessoas,Quilombolas,"Sexo feminino, 0 a 4 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03597,3597,Pessoas,Quilombolas,"Sexo feminino, 5 a 9 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03598,3598,Pessoas,Quilombolas,"Sexo feminino, 10 a 14 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03599,3599,Pessoas,Quilombolas,"Sexo feminino, 15 a 19 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03600,3600,Pessoas,Quilombolas,"Sexo feminino, 20 a 24 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03601,3601,Pessoas,Quilombolas,"Sexo feminino, 25 a 29 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03602,3602,Pessoas,Quilombolas,"Sexo feminino, 30 a 39 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03603,3603,Pessoas,Quilombolas,"Sexo feminino, 40 a 49 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03604,3604,Pessoas,Quilombolas,"Sexo feminino, 50 a 59 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03605,3605,Pessoas,Quilombolas,"Sexo feminino, 60 a 69 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03606,3606,Pessoas,Quilombolas,"Sexo feminino, 70 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03607,3607,Pessoas,Quilombolas,"15 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03608,3608,Pessoas,Quilombolas,"Sexo masculino, 15 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03609,3609,Pessoas,Quilombolas,"Sexo feminino, 15 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03610,3610,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03611,3611,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo do morador responsável é masculino, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03612,3612,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo do morador responsável é feminino, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03613,3613,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, 15 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03614,3614,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo do morador responsável é masculino, 15 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03615,3615,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo do morador responsável é feminino, 15 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03616,3616,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, 12 a 14 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03617,3617,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, 15 a 29 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03618,3618,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, 30 a 59 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03619,3619,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, 60 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03620,3620,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo masculino, 12 a 14 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03621,3621,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo masculino, 15 a 29 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03622,3622,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo masculino, 30 a 59 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03623,3623,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo masculino, 60 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03624,3624,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo feminino, 12 a 14 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03625,3625,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo feminino, 15 a 29 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03626,3626,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo feminino, 30 a 59 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03627,3627,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo feminino, 60 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03628,3628,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, 12 a 17 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03629,3629,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, 18 a 24 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03630,3630,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, 25 a 39 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03631,3631,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, 40 a 59 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03632,3632,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, 60 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03633,3633,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo masculino, 12 a 17 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03634,3634,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo masculino, 18 a 24 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03635,3635,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo masculino, 25 a 39 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03636,3636,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo masculino, 40 a 59 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03637,3637,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo masculino, 60 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03638,3638,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo feminino, 12 a 17 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03639,3639,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo feminino, 18 a 24 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03640,3640,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo feminino, 25 a 39 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03641,3641,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo feminino, 40 a 59 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03642,3642,Pessoas,Quilombolas,"Pessoa responsável pelo domicílio, Sexo feminino, 60 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03643,3643,Pessoas,Quilombolas,"Pessoas alfabetizadas, 15 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03644,3644,Pessoas,Quilombolas,"Pessoas alfabetizadas, Sexo masculino, 15 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03645,3645,Pessoas,Quilombolas,"Pessoas alfabetizadas, Sexo feminino, 15 anos ou mais, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03646,3646,Pessoas,Quilombolas,"Pessoas alfabetizadas, 15 a 19 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03647,3647,Pessoas,Quilombolas,"Pessoas alfabetizadas, 20 a 24 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03648,3648,Pessoas,Quilombolas,"Pessoas alfabetizadas, 25 a 29 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03649,3649,Pessoas,Quilombolas,"Pessoas alfabetizadas, 30 a 34 anos, Pessoa quilombola"
Dicionário PCT - Quilombolas,V03650,3650,Pessoas,Quilombolas,"Pessoas alfabetizadas, 35 a 39 anos, Pessoa quilombola"
