CD_DIST,NM_DIST,V01500,V01501,V01502,V01503,V01504,V01505,V01506,V01507,V01508,V01509,V01510,V01511,V01512,V01513,V01514,V01515,V01516,V01517,V01518,V01519,V01520,V01521,V01522,V01523,V01524,V01525,V01526,V01527,V01528,V01529,V01530,V01531,V01532,V01533,V01534,V01535,V01536,V01537,V01538,V01539,V01540,V01541,V01542,V01543,V01544,V01545,V01546,V01547,V01548,V01549,V01550,V01551,V01552,V01553,V01554,V01555,V01556,V01557,V01558,V01559,V01560,V01561,V01562,V01563,V01564,V01565,V01566,V01567,V01568,V01569,V01570,V01571,V01572,V01573,V01574,V01575,V01576,V01577,V01578,V01579,V01580,V01581,V01582,V01583,V01584,V01585,V01586,V01587,V01588,V01589,V01590,V01591,V01592,V01593,V01594,V01595,V01596,V01597,V01598,V01599,V01600,V01601,V01602,V01603,V01604,V01605,V01606,V01607,V01608,V01609,V01610,V01611,V01612,V01613,V01614,V01615,V01616,V01617,V01618,V01619,V01620,V01621,V01622,V01623,V01624,V01625,V01626,V01627,V01628,V01629,V01630,V01631,V01632,V01633,V01634,V01635,V01636,V01637,V01638,V01639,V01640,V01641,V01642,V01643,V01644,V01645,V01646,V01647,V01648,V01649,V01650,V01651,V01652,V01653,V01654,V01655,V01656,V01657,V01658,V01659,V01660,V01661,V01662,V01663,V01664,V01665,V01666,V01667,V01668,V01669,V01670,V01671,V01672,V01673,V01674,V01675,V01676,V01677,V01678,V01679,V01680,V01681,V01682,V01683,V01684,V01685,V01686,V01687,V01688,V01689,distrito_alvo
310900615,Conceição de Itaguá,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Conceição de Itaguá
310900625,São José do Paraopeba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São José do Paraopeba
