CD_DIST,NM_DIST,V01690,V01691,V01692,V01693,V01694,V01695,V01696,V01697,V01698,V01699,V01700,V01701,V01702,V01703,V01704,V01705,V01706,V01707,V01708,V01709,V01710,V01711,V01712,V01713,V01714,V01715,V01716,V01717,V01718,V01719,V01720,V01721,V01722,V01723,V01724,V01725,V01726,V01727,V01728,V01729,V01730,V01731,V01732,V01733,V01734,V01735,V01736,V01737,V01738,V01739,V01740,V01741,V01742,V01743,V01744,V01745,V01746,V01747,V01748,V01749,V01750,V01751,V01752,V01753,V01754,V01755,V01756,V01757,V01758,V01759,V01760,V01761,V01762,V01763,V01764,V01765,V01766,V01767,V01768,V01769,V01770,V01771,V01772,V01773,V01774,V01775,V01776,V01777,V01778,V01779,V01780,V01781,V01782,V01783,V01784,V01785,V01786,V01787,V01788,V01789,V01790,V01791,V01792,V01793,V01794,V01795,V01796,V01797,V01798,V01799,V01800,V01801,V01802,V01803,V01804,V01805,V01806,V01807,V01808,V01809,V01810,V01811,V01812,V01813,V01814,V01815,V01816,V01817,V01818,V01819,V01820,V01821,V01822,V01823,V01824,V01825,V01826,V01827,V01828,V01829,V01830,V01831,V01832,V01833,V01834,V01835,V01836,V01837,V01838,V01839,V01840,V01841,V01842,V01843,V01844,V01845,V01846,V01847,V01848,V01849,V01850,V01851,V01852,V01853,V01854,V01855,V01856,V01857,V01858,V01859,V01860,V01861,V01862,V01863,V01864,V01865,V01866,V01867,V01868,V01869,V01870,V01871,V01872,V01873,V01874,V01875,V01876,V01877,V01878,V01879,V01880,V01881,V01882,V01883,V01884,V01885,V01886,V01887,V01888,V01889,V01890,V01891,V01892,V01893,V01894,V01895,V01896,V01897,V01898,V01899,V01900,V01901,V01902,V01903,V01904,V01905,V01906,V01907,V01908,V01909,V01910,V01911,V01912,V01913,V01914,V01915,V01916,V01917,V01918,V01919,V01920,V01921,V01922,V01923,V01924,V01925,V01926,V01927,V01928,V01929,V01930,V01931,V01932,V01933,V01934,V01935,V01936,V01937,V01938,V01939,V01940,V01941,V01942,V01943,V01944,V01945,V01946,V01947,V01948,V01949,V01950,V01951,V01952,V01953,V01954,V01955,V01956,V01957,V01958,V01959,V01960,V01961,V01962,V01963,V01964,V01965,V01966,V01967,V01968,V01969,V01970,V01971,V01972,V01973,V01974,V01975,V01976,V01977,V01978,V01979,V01980,V01981,V01982,V01983,V01984,V01985,V01986,V01987,V01988,V01989,V01990,V01991,V01992,V01993,V01994,V01995,V01996,V01997,V01998,V01999,V02000,V02001,V02002,V02003,V02004,V02005,V02006,V02007,V02008,V02009,V02010,V02011,V02012,V02013,V02014,V02015,V02016,V02017,V02018,V02019,V02020,V02021,V02022,V02023,V02024,V02025,V02026,V02027,V02028,V02029,V02030,V02031,V02032,V02033,V02034,V02035,V02036,V02037,V02038,V02039,V02040,V02041,V02042,V02043,V02044,V02045,V02046,V02047,V02048,V02049,V02050,V02051,V02052,V02053,V02054,V02055,V02056,V02057,V02058,V02059,V02060,V02061,V02062,V02063,V02064,V02065,V02066,V02067,V02068,V02069,V02070,V02071,V02072,V02073,V02074,V02075,V02076,V02077,V02078,V02079,V02080,V02081,V02082,V02083,V02084,V02085,V02086,V02087,V02088,V02089,V02090,V02091,V02092,V02093,V02094,V02095,V02096,V02097,V02098,V02099,V02100,V02101,V02102,V02103,V02104,V02105,V02106,V02107,V02108,V02109,V02110,V02111,V02112,V02113,V02114,V02115,V02116,V02117,V02118,V02119,V02120,V02121,V02122,V02123,V02124,V02125,V02126,V02127,V02128,V02129,V02130,V02131,V02132,V02133,V02134,V02135,V02136,V02137,V02138,V02139,V02140,V02141,V02142,V02143,V02144,V02145,V02146,V02147,V02148,V02149,V02150,V02151,V02152,V02153,V02154,V02155,V02156,V02157,V02158,V02159,V02160,V02161,V02162,V02163,V02164,V02165,V02166,V02167,V02168,V02169,V02170,V02171,V02172,V02173,V02174,V02175,V02176,V02177,V02178,V02179,V02180,V02181,V02182,V02183,V02184,V02185,V02186,V02187,V02188,V02189,V02190,V02191,V02192,V02193,V02194,V02195,V02196,V02197,V02198,V02199,V02200,V02201,V02202,V02203,V02204,V02205,V02206,V02207,V02208,V02209,V02210,V02211,V02212,V02213,V02214,V02215,V02216,V02217,V02218,V02219,V02220,V02221,V02222,V02223,V02224,V02225,V02226,V02227,V02228,V02229,V02230,V02231,V02232,V02233,V02234,V02235,V02236,V02237,V02238,V02239,V02240,V02241,V02242,V02243,V02244,V02245,V02246,V02247,V02248,V02249,V02250,V02251,V02252,V02253,V02254,V02255,V02256,V02257,V02258,V02259,V02260,V02261,V02262,V02263,V02264,V02265,V02266,V02267,V02268,V02269,V02270,V02271,V02272,V02273,V02274,V02275,V02276,V02277,V02278,V02279,V02280,V02281,V02282,V02283,V02284,V02285,V02286,V02287,V02288,V02289,V02290,V02291,V02292,V02293,V02294,V02295,V02296,V02297,V02298,V02299,V02300,V02301,V02302,V02303,V02304,V02305,V02306,V02307,V02308,V02309,V02310,V02311,V02312,V02313,V02314,V02315,V02316,V02317,V02318,V02319,V02320,V02321,V02322,V02323,V02324,V02325,V02326,V02327,V02328,V02329,V02330,V02331,V02332,V02333,V02334,V02335,V02336,V02337,V02338,V02339,V02340,V02341,V02342,V02343,V02344,V02345,V02346,V02347,V02348,V02349,V02350,V02351,V02352,V02353,V02354,V02355,V02356,V02357,V02358,V02359,V02360,V02361,V02362,V02363,V02364,V02365,V02366,V02367,V02368,V02369,V02370,V02371,V02372,V02373,V02374,V02375,V02376,V02377,V02378,V02379,V02380,V02381,V02382,V02383,V02384,V02385,V02386,V02387,V02388,V02389,V02390,V02391,V02392,V02393,V02394,V02395,V02396,V02397,V02398,V02399,V02400,V02401,V02402,V02403,V02404,V02405,V02406,V02407,V02408,V02409,V02410,V02411,V02412,V02413,V02414,V02415,V02416,V02417,V02418,V02419,V02420,V02421,V02422,V02423,V02424,V02425,V02426,V02427,V02428,V02429,V02430,V02431,V02432,V02433,V02434,V02435,V02436,V02437,V02438,V02439,V02440,V02441,V02442,V02443,V02444,V02445,V02446,V02447,V02448,V02449,V02450,V02451,V02452,V02453,V02454,V02455,V02456,V02457,V02458,V02459,V02460,V02461,V02462,V02463,V02464,V02465,V02466,V02467,V02468,V02469,V02470,V02471,V02472,V02473,V02474,V02475,V02476,V02477,V02478,V02479,V02480,V02481,V02482,V02483,V02484,V02485,V02486,V02487,V02488,V02489,V02490,V02491,V02492,V02493,V02494,V02495,V02496,V02497,V02498,V02499,V02500,V02501,V02502,V02503,V02504,V02505,V02506,V02507,V02508,V02509,V02510,V02511,V02512,V02513,V02514,V02515,V02516,V02517,V02518,V02519,V02520,V02521,V02522,V02523,V02524,V02525,V02526,V02527,V02528,distrito_alvo
310900615,Conceição de Itaguá,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Conceição de Itaguá
310900625,São José do Paraopeba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,São José do Paraopeba
