codigo_cnes,distrito,ocupacao,CO_CBO,CO_PROFISSIONAL_SUS
6317928,fora dos limites do municipio,Tecnico De Enfermagem Da Estrategia De Saude Da Familia,322245,01753C200938170B
6317928,fora dos limites do municipio,Tecnico De Enfermagem Da Estrategia De Saude Da Familia,322245,39AC0442CBF881F7
6317928,fora dos limites do municipio,Enfermeiro Da Estrategia De Saude Da Familia,223565,F4C0626C9F843737
6317928,fora dos limites do municipio,Medico Da Estrategia De Saude Da Familia,225142,78163F8BEC6A48E8
6317928,fora dos limites do municipio,Assistente Administrativo,411010,13FC50F7E0342D3D
6317928,fora dos limites do municipio,Trabalhador De Servicos De Limpeza E Conservacao De Areas Publicas,514225,79ED5B1F2883C11A
6317928,fora dos limites do municipio,Agente Comunitario De Saude,515105,BE50B4B3C44B21AE
6317928,fora dos limites do municipio,"Recepcionista, Em Geral",422105,5E1786636F266D4A
6317928,fora dos limites do municipio,Assistente Administrativo,411010,C9B20595AFF469EA
6317928,fora dos limites do municipio,Agente Comunitario De Saude,515105,14BCCB4BB0836D95
6317928,fora dos limites do municipio,Assistente Administrativo,411010,010A88364FF03F11
6317928,fora dos limites do municipio,Cirurgiaodentista Da Estrategia De Saude Da Familia,223293,C02B98F6E42915E2
6317928,fora dos limites do municipio,Medico Da Estrategia De Saude Da Familia,225142,6D3F89737DC7FD96
6317928,fora dos limites do municipio,Atendente De Farmacia  Balconista,521130,38CFB8321B21B925
6317928,fora dos limites do municipio,Trabalhador De Servicos De Limpeza E Conservacao De Areas Publicas,514225,6EA5A690DEE7690A
6317928,fora dos limites do municipio,Agente Comunitario De Saude,515105,47575438D2636F52
6317928,fora dos limites do municipio,Medico Da Estrategia De Saude Da Familia,225142,41B9F9086B052855
6317928,fora dos limites do municipio,Enfermeiro Da Estrategia De Saude Da Familia,223565,64B2A19D077C230B
6317936,Brumadinho,Auxiliar Em Saude Bucal Da Estrategia De Saude Da Familia,322430,B9917C50D2C6DEF8
6317936,Brumadinho,Cirurgiaodentista Da Estrategia De Saude Da Familia,223293,A620211843C6A221
6317936,Brumadinho,Agente Comunitario De Saude,515105,84E2A43CB37C64E5
6317936,Brumadinho,Enfermeiro Da Estrategia De Saude Da Familia,223565,E5997C1595F18EAD
6317936,Brumadinho,Agente Comunitario De Saude,515105,6DD4897B54119768
6317936,Brumadinho,Agente Comunitario De Saude,515105,8AEAE72AF919695E
6317936,Brumadinho,Medico Da Estrategia De Saude Da Familia,225142,601C263907B4D981
6317936,Brumadinho,Agente Comunitario De Saude,515105,B02BBEF997695159
6317936,Brumadinho,Tecnico De Enfermagem Da Estrategia De Saude Da Familia,322245,28749AC41C8154E5
6317936,Brumadinho,Tecnico De Enfermagem Da Estrategia De Saude Da Familia,322245,2812530204481B7B
6317936,Brumadinho,Assistente Administrativo,411010,6E3D425EEA3E34A1
6317936,Brumadinho,Medico Da Estrategia De Saude Da Familia,225142,5AB524E9263E9422
6317936,Brumadinho,Faxineiro,514320,48F2481A1203EEDD
6317936,Brumadinho,Assistente Administrativo,411010,0E9AFBB858F737D4
6317936,Brumadinho,Enfermeiro Da Estrategia De Saude Da Familia,223565,F87F4E2244B3ABEA
6317936,Brumadinho,Tecnico De Enfermagem Da Estrategia De Saude Da Familia,322245,B934FC4401F0A348
6974805,Conceição de Itaguá,Agente Comunitario De Saude,515105,1B007DD97E988110
6974805,Conceição de Itaguá,Agente Comunitario De Saude,515105,B7141B9F66E854E0
6974805,Conceição de Itaguá,Tecnico De Enfermagem Da Estrategia De Saude Da Familia,322245,C6FB4F0200C766EA
6974805,Conceição de Itaguá,Agente De Combate As Endemias,515140,84E2C367C9C0A342
6974805,Conceição de Itaguá,Medico Da Estrategia De Saude Da Familia,225142,B06998649E3EB31E
6974805,Conceição de Itaguá,Agente Comunitario De Saude,515105,42CA2C4ED560F329
6974805,Conceição de Itaguá,Agente Comunitario De Saude,515105,C4D26CBE1CC81051
6974805,Conceição de Itaguá,Enfermeiro Da Estrategia De Saude Da Familia,223565,7981446B508A4216
6974805,Conceição de Itaguá,Agente Comunitario De Saude,515105,21040D2953F93AED
6974805,Conceição de Itaguá,Assistente Administrativo,411010,06A5602E97EEE1AF
6974805,Conceição de Itaguá,Tecnico De Enfermagem Da Estrategia De Saude Da Familia,322245,88DC77165C1F7524
6974805,Conceição de Itaguá,Faxineiro,514320,A2274827C3AABDAB
6974805,Conceição de Itaguá,Assistente Administrativo,411010,62DE520EE78CC2FC
6974805,Conceição de Itaguá,Atendente De Farmacia  Balconista,521130,1DAAEEA85946D876
9838775,Brumadinho,Enfermeiro Da Estrategia De Saude Da Familia,223565,F1630E14B8994E76
9838775,Brumadinho,Medico Da Estrategia De Saude Da Familia,225142,B516CFF612F022D8
9838775,Brumadinho,Agente Comunitario De Saude,515105,D225C23D603C17BE
9838775,Brumadinho,Agente Comunitario De Saude,515105,8B12E1CEB148CB48
9838775,Brumadinho,Agente Comunitario De Saude,515105,36366E9FF09D8145
9838775,Brumadinho,Medico Da Estrategia De Saude Da Familia,225142,A3A3FA92306B3F4F
9838775,Brumadinho,Faxineiro,514320,D01785CFF5C9D67C
9838775,Brumadinho,Enfermeiro Da Estrategia De Saude Da Familia,223565,5852B901A51EDD33
9838775,Brumadinho,Assistente Administrativo,411010,26651C300EE16317
9838775,Brumadinho,Tecnico De Enfermagem Da Estrategia De Saude Da Familia,322245,EDFCA7B1B04059C4
9838775,Brumadinho,Faxineiro,514320,602C38BF63D5ED65
9838775,Brumadinho,Assistente Administrativo,411010,28A9927813CE16D2
9838775,Brumadinho,Tecnico De Enfermagem Da Estrategia De Saude Da Familia,322245,D7BC626700A7362B
9838775,Brumadinho,Enfermeiro Da Estrategia De Saude Da Familia,223565,F47024FDAA07D6B5
9838775,Brumadinho,Cirurgiaodentista Da Estrategia De Saude Da Familia,223293,709CD785CD32C4EB
9838775,Brumadinho,Tecnico De Enfermagem Da Estrategia De Saude Da Familia,322245,040B70611583CF40
9838775,Brumadinho,Agente Comunitario De Saude,515105,8CA741504D297585
9838775,Brumadinho,Agente Comunitario De Saude,515105,75BD675F0A01024A
9838775,Brumadinho,Auxiliar Em Saude Bucal Da Estrategia De Saude Da Familia,322430,23C747402A458993
