Código IBGE,Nível Regional,Ano,Indicador,Sexo e Raça/Cor,Classe CNAE (5 dígitos),Valor,Grupo CNAE (3 dígitos),Divisão CNAE (2 dígitos),Seção CNAE (1 dígito)
310900,Município,2024,Número de Empregos,Mulher - PPI,86101,52,861,86,Q
310900,Município,2024,Número de Empregos,Mulher - PPI,86305,47,863,86,Q
310900,Município,2024,Número de Empregos,Mulher - PPI,86402,16,864,86,Q
310900,Município,2024,Número de Empregos,Mulher - PPI,86500,5,865,86,Q
310900,Município,2024,Número de Empregos,Mulher - PPI,86909,1,869,86,Q
310900,Município,2024,Número de Empregos,Mulher - PPI,87115,36,871,87,Q
310900,Município,2024,Número de Empregos,Mulher - PPI,91023,167,910,91,R
310900,Município,2024,Número de Empregos,Mulher - PPI,93131,11,931,93,R
310900,Município,2024,Número de Empregos,Mulher - PPI,93191,2,931,93,R
310900,Município,2024,Número de Empregos,Mulher - PPI,93298,2,932,93,R
310900,Município,2024,Número de Empregos,Mulher - PPI,94111,1,941,94,S
310900,Município,2024,Número de Empregos,Mulher - PPI,94201,3,942,94,S
310900,Município,2024,Número de Empregos,Mulher - PPI,94308,70,943,94,S
310900,Município,2024,Número de Empregos,Mulher - PPI,94995,10,949,94,S
310900,Município,2024,Número de Empregos,Mulher - PPI,95291,5,952,95,S
310900,Município,2024,Número de Empregos,Mulher - PPI,96025,5,960,96,S
310900,Município,2024,Número de Empregos,Mulher - PPI,96033,2,960,96,S
310900,Município,2024,Número de Empregos,Mulher - PPI,96092,2,960,96,S
310900,Município,2024,Número de Empregos,Mulher - Total,01199,1,011,01,A
310900,Município,2024,Número de Empregos,Mulher - Total,01512,7,015,01,A
310900,Município,2024,Número de Empregos,Mulher - Total,01521,5,015,01,A
310900,Município,2024,Número de Empregos,Mulher - Total,01547,3,015,01,A
310900,Município,2024,Número de Empregos,Mulher - Total,01610,2,016,01,A
310900,Município,2024,Número de Empregos,Mulher - Total,01628,1,016,01,A
310900,Município,2024,Número de Empregos,Mulher - Total,02306,10,023,02,A
310900,Município,2024,Número de Empregos,Mulher - Total,07103,433,071,07,B
310900,Município,2024,Número de Empregos,Mulher - Total,08100,3,081,08,B
310900,Município,2024,Número de Empregos,Mulher - Total,09904,8,099,09,B
310900,Município,2024,Número de Empregos,Mulher - Total,10121,58,101,10,C
310900,Município,2024,Número de Empregos,Mulher - Total,10139,2,101,10,C
310900,Município,2024,Número de Empregos,Mulher - Total,10538,2,105,10,C
310900,Município,2024,Número de Empregos,Mulher - Total,10643,1,106,10,C
310900,Município,2024,Número de Empregos,Mulher - Total,10911,38,109,10,C
310900,Município,2024,Número de Empregos,Mulher - Total,10945,4,109,10,C
310900,Município,2024,Número de Empregos,Mulher - Total,11216,107,112,11,C
310900,Município,2024,Número de Empregos,Mulher - Total,14126,6,141,14,C
310900,Município,2024,Número de Empregos,Mulher - Total,14134,33,141,14,C
310900,Município,2024,Número de Empregos,Mulher - Total,23303,1,233,23,C
310900,Município,2024,Número de Empregos,Mulher - Total,23494,1,234,23,C
310900,Município,2024,Número de Empregos,Mulher - Total,23915,1,239,23,C
310900,Município,2024,Número de Empregos,Mulher - Total,24512,4,245,24,C
310900,Município,2024,Número de Empregos,Mulher - Total,25128,1,251,25,C
310900,Município,2024,Número de Empregos,Mulher - Total,28402,2,284,28,C
310900,Município,2024,Número de Empregos,Mulher - Total,31012,1,310,31,C
310900,Município,2024,Número de Empregos,Mulher - Total,32507,1,325,32,C
310900,Município,2024,Número de Empregos,Mulher - Total,33210,1,332,33,C
310900,Município,2024,Número de Empregos,Mulher - Total,41204,40,412,41,F
310900,Município,2024,Número de Empregos,Mulher - Total,42111,107,421,42,F
310900,Município,2024,Número de Empregos,Mulher - Total,42120,22,421,42,F
310900,Município,2024,Número de Empregos,Mulher - Total,42995,4,429,42,F
310900,Município,2024,Número de Empregos,Mulher - Total,43304,7,433,43,F
310900,Município,2024,Número de Empregos,Mulher - Total,43991,26,439,43,F
310900,Município,2024,Número de Empregos,Mulher - Total,45200,2,452,45,G
310900,Município,2024,Número de Empregos,Mulher - Total,45307,9,453,45,G
310900,Município,2024,Número de Empregos,Mulher - Total,45412,1,454,45,G
310900,Município,2024,Número de Empregos,Mulher - Total,46397,2,463,46,G
310900,Município,2024,Número de Empregos,Mulher - Total,46494,1,464,46,G
310900,Município,2024,Número de Empregos,Mulher - Total,46711,2,467,46,G
310900,Município,2024,Número de Empregos,Mulher - Total,46893,7,468,46,G
310900,Município,2024,Número de Empregos,Mulher - Total,46915,40,469,46,G
310900,Município,2024,Número de Empregos,Mulher - Total,47113,194,471,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47121,32,471,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47130,10,471,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47211,25,472,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47229,10,472,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47237,2,472,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47245,2,472,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47296,6,472,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47318,9,473,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47415,3,474,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47423,1,474,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47431,2,474,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47440,53,474,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47512,2,475,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47539,10,475,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47547,12,475,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47555,25,475,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47571,1,475,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47610,8,476,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47636,3,476,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47717,81,477,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47725,4,477,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47741,9,477,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47814,68,478,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47822,27,478,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47849,6,478,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,47890,17,478,47,G
310900,Município,2024,Número de Empregos,Mulher - Total,49213,8,492,49,H
310900,Município,2024,Número de Empregos,Mulher - Total,49299,46,492,49,H
310900,Município,2024,Número de Empregos,Mulher - Total,49302,26,493,49,H
310900,Município,2024,Número de Empregos,Mulher - Total,52125,12,521,52,H
310900,Município,2024,Número de Empregos,Mulher - Total,52290,1,522,52,H
310900,Município,2024,Número de Empregos,Mulher - Total,52508,11,525,52,H
310900,Município,2024,Número de Empregos,Mulher - Total,53105,3,531,53,H
310900,Município,2024,Número de Empregos,Mulher - Total,55108,102,551,55,I
310900,Município,2024,Número de Empregos,Mulher - Total,55906,4,559,55,I
310900,Município,2024,Número de Empregos,Mulher - Total,56112,236,561,56,I
310900,Município,2024,Número de Empregos,Mulher - Total,56121,2,561,56,I
310900,Município,2024,Número de Empregos,Mulher - Total,56201,78,562,56,I
310900,Município,2024,Número de Empregos,Mulher - Total,61108,4,611,61,J
310900,Município,2024,Número de Empregos,Mulher - Total,64221,12,642,64,K
310900,Município,2024,Número de Empregos,Mulher - Total,64239,1,642,64,K
310900,Município,2024,Número de Empregos,Mulher - Total,64247,20,642,64,K
310900,Município,2024,Número de Empregos,Mulher - Total,66223,2,662,66,K
310900,Município,2024,Número de Empregos,Mulher - Total,68102,4,681,68,L
310900,Município,2024,Número de Empregos,Mulher - Total,68218,8,682,68,L
310900,Município,2024,Número de Empregos,Mulher - Total,68226,4,682,68,L
310900,Município,2024,Número de Empregos,Mulher - Total,69117,3,691,69,M
310900,Município,2024,Número de Empregos,Mulher - Total,69125,20,691,69,M
310900,Município,2024,Número de Empregos,Mulher - Total,69206,38,692,69,M
310900,Município,2024,Número de Empregos,Mulher - Total,70204,5,702,70,M
310900,Município,2024,Número de Empregos,Mulher - Total,71120,7,711,71,M
310900,Município,2024,Número de Empregos,Mulher - Total,71197,3,711,71,M
310900,Município,2024,Número de Empregos,Mulher - Total,73190,3,731,73,M
310900,Município,2024,Número de Empregos,Mulher - Total,73203,1,732,73,M
310900,Município,2024,Número de Empregos,Mulher - Total,74901,12,749,74,M
310900,Município,2024,Número de Empregos,Mulher - Total,75001,8,750,75,M
310900,Município,2024,Número de Empregos,Mulher - Total,77195,2,771,77,N
310900,Município,2024,Número de Empregos,Mulher - Total,77322,2,773,77,N
310900,Município,2024,Número de Empregos,Mulher - Total,77390,1,773,77,N
310900,Município,2024,Número de Empregos,Mulher - Total,79112,2,791,79,N
310900,Município,2024,Número de Empregos,Mulher - Total,80200,1,802,80,N
310900,Município,2024,Número de Empregos,Mulher - Total,81125,87,811,81,N
310900,Município,2024,Número de Empregos,Mulher - Total,82113,28,821,82,N
310900,Município,2024,Número de Empregos,Mulher - Total,82997,11,829,82,N
310900,Município,2024,Número de Empregos,Mulher - Total,84116,1277,841,84,O
310900,Município,2024,Número de Empregos,Mulher - Total,85121,9,851,85,P
310900,Município,2024,Número de Empregos,Mulher - Total,85139,72,851,85,P
310900,Município,2024,Número de Empregos,Mulher - Total,85201,6,852,85,P
310900,Município,2024,Número de Empregos,Mulher - Total,85333,26,853,85,P
310900,Município,2024,Número de Empregos,Mulher - Total,85937,10,859,85,P
310900,Município,2024,Número de Empregos,Mulher - Total,85996,23,859,85,P
310900,Município,2024,Número de Empregos,Mulher - Total,86101,75,861,86,Q
310900,Município,2024,Número de Empregos,Mulher - Total,86305,75,863,86,Q
310900,Município,2024,Número de Empregos,Mulher - Total,86402,23,864,86,Q
310900,Município,2024,Número de Empregos,Mulher - Total,86500,9,865,86,Q
310900,Município,2024,Número de Empregos,Mulher - Total,86909,2,869,86,Q
310900,Município,2024,Número de Empregos,Mulher - Total,87115,48,871,87,Q
310900,Município,2024,Número de Empregos,Mulher - Total,91023,266,910,91,R
310900,Município,2024,Número de Empregos,Mulher - Total,93123,1,931,93,R
310900,Município,2024,Número de Empregos,Mulher - Total,93131,13,931,93,R
310900,Município,2024,Número de Empregos,Mulher - Total,93191,2,931,93,R
310900,Município,2024,Número de Empregos,Mulher - Total,93298,2,932,93,R
310900,Município,2024,Número de Empregos,Mulher - Total,94111,2,941,94,S
310900,Município,2024,Número de Empregos,Mulher - Total,94201,4,942,94,S
310900,Município,2024,Número de Empregos,Mulher - Total,94308,95,943,94,S
310900,Município,2024,Número de Empregos,Mulher - Total,94995,16,949,94,S
310900,Município,2024,Número de Empregos,Mulher - Total,95291,5,952,95,S
310900,Município,2024,Número de Empregos,Mulher - Total,96017,1,960,96,S
310900,Município,2024,Número de Empregos,Mulher - Total,96025,8,960,96,S
310900,Município,2024,Número de Empregos,Mulher - Total,96033,2,960,96,S
310900,Município,2024,Número de Empregos,Mulher - Total,96092,4,960,96,S
310900,Município,2024,Número de Empregos,PPI - Total,01113,1,011,01,A
310900,Município,2024,Número de Empregos,PPI - Total,01199,12,011,01,A
310900,Município,2024,Número de Empregos,PPI - Total,01211,3,012,01,A
310900,Município,2024,Número de Empregos,PPI - Total,01318,3,013,01,A
310900,Município,2024,Número de Empregos,PPI - Total,01393,2,013,01,A
310900,Município,2024,Número de Empregos,PPI - Total,01512,39,015,01,A
310900,Município,2024,Número de Empregos,PPI - Total,01521,14,015,01,A
310900,Município,2024,Número de Empregos,PPI - Total,01547,17,015,01,A
310900,Município,2024,Número de Empregos,PPI - Total,01555,1,015,01,A
310900,Município,2024,Número de Empregos,PPI - Total,01598,1,015,01,A
310900,Município,2024,Número de Empregos,PPI - Total,01610,11,016,01,A
310900,Município,2024,Número de Empregos,PPI - Total,01628,11,016,01,A
310900,Município,2024,Número de Empregos,PPI - Total,02306,39,023,02,A
310900,Município,2024,Número de Empregos,PPI - Total,07103,1554,071,07,B
310900,Município,2024,Número de Empregos,PPI - Total,08100,20,081,08,B
310900,Município,2024,Número de Empregos,PPI - Total,09904,13,099,09,B
310900,Município,2024,Número de Empregos,PPI - Total,10121,68,101,10,C
310900,Município,2024,Número de Empregos,PPI - Total,10139,2,101,10,C
310900,Município,2024,Número de Empregos,PPI - Total,10520,1,105,10,C
310900,Município,2024,Número de Empregos,PPI - Total,10538,3,105,10,C
310900,Município,2024,Número de Empregos,PPI - Total,10911,37,109,10,C
310900,Município,2024,Número de Empregos,PPI - Total,10945,4,109,10,C
310900,Município,2024,Número de Empregos,PPI - Total,11119,1,111,11,C
310900,Município,2024,Número de Empregos,PPI - Total,11216,140,112,11,C
310900,Município,2024,Número de Empregos,PPI - Total,14126,1,141,14,C
310900,Município,2024,Número de Empregos,PPI - Total,14134,20,141,14,C
310900,Município,2024,Número de Empregos,PPI - Total,18300,1,183,18,C
310900,Município,2024,Número de Empregos,PPI - Total,20991,3,209,20,C
310900,Município,2024,Número de Empregos,PPI - Total,23303,10,233,23,C
310900,Município,2024,Número de Empregos,PPI - Total,23494,1,234,23,C
310900,Município,2024,Número de Empregos,PPI - Total,23915,5,239,23,C
310900,Município,2024,Número de Empregos,PPI - Total,24512,21,245,24,C
310900,Município,2024,Número de Empregos,PPI - Total,25128,12,251,25,C
310900,Município,2024,Número de Empregos,PPI - Total,25420,2,254,25,C
310900,Município,2024,Número de Empregos,PPI - Total,28402,2,284,28,C
310900,Município,2024,Número de Empregos,PPI - Total,28691,1,286,28,C
310900,Município,2024,Número de Empregos,PPI - Total,31012,8,310,31,C
310900,Município,2024,Número de Empregos,PPI - Total,33147,1,331,33,C
310900,Município,2024,Número de Empregos,PPI - Total,33210,1,332,33,C
310900,Município,2024,Número de Empregos,PPI - Total,38114,6,381,38,E
310900,Município,2024,Número de Empregos,PPI - Total,41107,3,411,41,F
310900,Município,2024,Número de Empregos,PPI - Total,41204,189,412,41,F
310900,Município,2024,Número de Empregos,PPI - Total,42111,725,421,42,F
310900,Município,2024,Número de Empregos,PPI - Total,42120,121,421,42,F
310900,Município,2024,Número de Empregos,PPI - Total,42219,1,422,42,F
310900,Município,2024,Número de Empregos,PPI - Total,42227,7,422,42,F
310900,Município,2024,Número de Empregos,PPI - Total,42910,3,429,42,F
310900,Município,2024,Número de Empregos,PPI - Total,42928,1,429,42,F
310900,Município,2024,Número de Empregos,PPI - Total,42995,45,429,42,F
310900,Município,2024,Número de Empregos,PPI - Total,43134,4,431,43,F
310900,Município,2024,Número de Empregos,PPI - Total,43215,3,432,43,F
310900,Município,2024,Número de Empregos,PPI - Total,43223,3,432,43,F
310900,Município,2024,Número de Empregos,PPI - Total,43291,17,432,43,F
310900,Município,2024,Número de Empregos,PPI - Total,43304,33,433,43,F
310900,Município,2024,Número de Empregos,PPI - Total,43991,110,439,43,F
310900,Município,2024,Número de Empregos,PPI - Total,45200,8,452,45,G
310900,Município,2024,Número de Empregos,PPI - Total,45307,23,453,45,G
310900,Município,2024,Número de Empregos,PPI - Total,45412,3,454,45,G
310900,Município,2024,Número de Empregos,PPI - Total,46354,1,463,46,G
310900,Município,2024,Número de Empregos,PPI - Total,46371,1,463,46,G
310900,Município,2024,Número de Empregos,PPI - Total,46397,3,463,46,G
310900,Município,2024,Número de Empregos,PPI - Total,46451,1,464,46,G
310900,Município,2024,Número de Empregos,PPI - Total,46494,1,464,46,G
310900,Município,2024,Número de Empregos,PPI - Total,46729,1,467,46,G
310900,Município,2024,Número de Empregos,PPI - Total,46893,20,468,46,G
310900,Município,2024,Número de Empregos,PPI - Total,46915,72,469,46,G
310900,Município,2024,Número de Empregos,PPI - Total,47113,289,471,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47121,25,471,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47130,15,471,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47211,18,472,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47229,19,472,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47237,5,472,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47245,5,472,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47296,8,472,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47318,54,473,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47415,4,474,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47423,1,474,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47431,8,474,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47440,119,474,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47512,1,475,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47539,7,475,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47547,4,475,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47555,10,475,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47571,1,475,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47610,9,476,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47636,3,476,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47717,64,477,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47725,4,477,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47741,3,477,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47814,29,478,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47822,15,478,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47849,19,478,47,G
310900,Município,2024,Número de Empregos,PPI - Total,47890,51,478,47,G
310900,Município,2024,Número de Empregos,PPI - Total,49213,43,492,49,H
310900,Município,2024,Número de Empregos,PPI - Total,49221,4,492,49,H
310900,Município,2024,Número de Empregos,PPI - Total,49299,145,492,49,H
310900,Município,2024,Número de Empregos,PPI - Total,49302,325,493,49,H
310900,Município,2024,Número de Empregos,PPI - Total,52125,55,521,52,H
310900,Município,2024,Número de Empregos,PPI - Total,52290,1,522,52,H
310900,Município,2024,Número de Empregos,PPI - Total,52508,79,525,52,H
310900,Município,2024,Número de Empregos,PPI - Total,53105,8,531,53,H
310900,Município,2024,Número de Empregos,PPI - Total,55108,124,551,55,I
310900,Município,2024,Número de Empregos,PPI - Total,55906,5,559,55,I
310900,Município,2024,Número de Empregos,PPI - Total,56112,219,561,56,I
310900,Município,2024,Número de Empregos,PPI - Total,56121,2,561,56,I
310900,Município,2024,Número de Empregos,PPI - Total,56201,70,562,56,I
310900,Município,2024,Número de Empregos,PPI - Total,61108,4,611,61,J
310900,Município,2024,Número de Empregos,PPI - Total,64221,8,642,64,K
310900,Município,2024,Número de Empregos,PPI - Total,64239,3,642,64,K
310900,Município,2024,Número de Empregos,PPI - Total,64247,9,642,64,K
310900,Município,2024,Número de Empregos,PPI - Total,66193,2,661,66,K
310900,Município,2024,Número de Empregos,PPI - Total,66223,2,662,66,K
310900,Município,2024,Número de Empregos,PPI - Total,68102,7,681,68,L
310900,Município,2024,Número de Empregos,PPI - Total,68218,6,682,68,L
310900,Município,2024,Número de Empregos,PPI - Total,68226,3,682,68,L
310900,Município,2024,Número de Empregos,PPI - Total,69117,3,691,69,M
310900,Município,2024,Número de Empregos,PPI - Total,69125,18,691,69,M
310900,Município,2024,Número de Empregos,PPI - Total,69206,27,692,69,M
310900,Município,2024,Número de Empregos,PPI - Total,70204,12,702,70,M
310900,Município,2024,Número de Empregos,PPI - Total,71120,48,711,71,M
310900,Município,2024,Número de Empregos,PPI - Total,71197,2,711,71,M
310900,Município,2024,Número de Empregos,PPI - Total,73190,5,731,73,M
310900,Município,2024,Número de Empregos,PPI - Total,74901,5,749,74,M
310900,Município,2024,Número de Empregos,PPI - Total,75001,2,750,75,M
310900,Município,2024,Número de Empregos,PPI - Total,77195,5,771,77,N
310900,Município,2024,Número de Empregos,PPI - Total,77322,8,773,77,N
310900,Município,2024,Número de Empregos,PPI - Total,79112,5,791,79,N
310900,Município,2024,Número de Empregos,PPI - Total,80200,3,802,80,N
310900,Município,2024,Número de Empregos,PPI - Total,81125,259,811,81,N
310900,Município,2024,Número de Empregos,PPI - Total,82113,34,821,82,N
310900,Município,2024,Número de Empregos,PPI - Total,82997,20,829,82,N
310900,Município,2024,Número de Empregos,PPI - Total,84116,835,841,84,O
310900,Município,2024,Número de Empregos,PPI - Total,85121,5,851,85,P
310900,Município,2024,Número de Empregos,PPI - Total,85139,46,851,85,P
310900,Município,2024,Número de Empregos,PPI - Total,85201,2,852,85,P
310900,Município,2024,Número de Empregos,PPI - Total,85333,9,853,85,P
310900,Município,2024,Número de Empregos,PPI - Total,85937,8,859,85,P
310900,Município,2024,Número de Empregos,PPI - Total,85996,17,859,85,P
310900,Município,2024,Número de Empregos,PPI - Total,86101,74,861,86,Q
310900,Município,2024,Número de Empregos,PPI - Total,86305,62,863,86,Q
310900,Município,2024,Número de Empregos,PPI - Total,86402,16,864,86,Q
310900,Município,2024,Número de Empregos,PPI - Total,86500,5,865,86,Q
310900,Município,2024,Número de Empregos,PPI - Total,86909,1,869,86,Q
310900,Município,2024,Número de Empregos,PPI - Total,87115,37,871,87,Q
310900,Município,2024,Número de Empregos,PPI - Total,91023,346,910,91,R
310900,Município,2024,Número de Empregos,PPI - Total,93123,5,931,93,R
310900,Município,2024,Número de Empregos,PPI - Total,93131,19,931,93,R
310900,Município,2024,Número de Empregos,PPI - Total,93191,2,931,93,R
310900,Município,2024,Número de Empregos,PPI - Total,93298,4,932,93,R
310900,Município,2024,Número de Empregos,PPI - Total,94111,1,941,94,S
310900,Município,2024,Número de Empregos,PPI - Total,94201,3,942,94,S
310900,Município,2024,Número de Empregos,PPI - Total,94308,109,943,94,S
310900,Município,2024,Número de Empregos,PPI - Total,94910,2,949,94,S
310900,Município,2024,Número de Empregos,PPI - Total,94995,44,949,94,S
310900,Município,2024,Número de Empregos,PPI - Total,95291,10,952,95,S
310900,Município,2024,Número de Empregos,PPI - Total,96025,5,960,96,S
310900,Município,2024,Número de Empregos,PPI - Total,96033,2,960,96,S
310900,Município,2024,Número de Empregos,PPI - Total,96092,4,960,96,S
