Código IBGE,Nível Regional,Ano,Indicador,Sexo e Raça/Cor,Classe CNAE (5 dígitos),Valor,Grupo CNAE (3 dígitos),Divisão CNAE (2 dígitos),Seção CNAE (1 dígito)
310900,Município,2024,Número de Empregos,Homem - PPI,81125,206,811,81,N
310900,Município,2024,Número de Empregos,Homem - PPI,82113,13,821,82,N
310900,Município,2024,Número de Empregos,Homem - PPI,82997,15,829,82,N
310900,Município,2024,Número de Empregos,Homem - PPI,84116,302,841,84,O
310900,Município,2024,Número de Empregos,Homem - PPI,85139,11,851,85,P
310900,Município,2024,Número de Empregos,Homem - PPI,85201,1,852,85,P
310900,Município,2024,Número de Empregos,Homem - PPI,85333,7,853,85,P
310900,Município,2024,Número de Empregos,Homem - PPI,85937,2,859,85,P
310900,Município,2024,Número de Empregos,Homem - PPI,85996,7,859,85,P
310900,Município,2024,Número de Empregos,Homem - PPI,86101,22,861,86,Q
310900,Município,2024,Número de Empregos,Homem - PPI,86305,15,863,86,Q
310900,Município,2024,Número de Empregos,Homem - PPI,87115,1,871,87,Q
310900,Município,2024,Número de Empregos,Homem - PPI,91023,179,910,91,R
310900,Município,2024,Número de Empregos,Homem - PPI,93123,5,931,93,R
310900,Município,2024,Número de Empregos,Homem - PPI,93131,8,931,93,R
310900,Município,2024,Número de Empregos,Homem - PPI,93298,2,932,93,R
310900,Município,2024,Número de Empregos,Homem - PPI,94308,39,943,94,S
310900,Município,2024,Número de Empregos,Homem - PPI,94910,2,949,94,S
310900,Município,2024,Número de Empregos,Homem - PPI,94995,34,949,94,S
310900,Município,2024,Número de Empregos,Homem - PPI,95291,5,952,95,S
310900,Município,2024,Número de Empregos,Homem - PPI,96092,2,960,96,S
310900,Município,2024,Número de Empregos,Homem - Total,01113,2,011,01,A
310900,Município,2024,Número de Empregos,Homem - Total,01199,12,011,01,A
310900,Município,2024,Número de Empregos,Homem - Total,01211,5,012,01,A
310900,Município,2024,Número de Empregos,Homem - Total,01318,5,013,01,A
310900,Município,2024,Número de Empregos,Homem - Total,01393,2,013,01,A
310900,Município,2024,Número de Empregos,Homem - Total,01512,68,015,01,A
310900,Município,2024,Número de Empregos,Homem - Total,01521,22,015,01,A
310900,Município,2024,Número de Empregos,Homem - Total,01547,20,015,01,A
310900,Município,2024,Número de Empregos,Homem - Total,01555,4,015,01,A
310900,Município,2024,Número de Empregos,Homem - Total,01598,1,015,01,A
310900,Município,2024,Número de Empregos,Homem - Total,01610,24,016,01,A
310900,Município,2024,Número de Empregos,Homem - Total,01628,16,016,01,A
310900,Município,2024,Número de Empregos,Homem - Total,02306,38,023,02,A
310900,Município,2024,Número de Empregos,Homem - Total,07103,2224,071,07,B
310900,Município,2024,Número de Empregos,Homem - Total,08100,37,081,08,B
310900,Município,2024,Número de Empregos,Homem - Total,09904,62,099,09,B
310900,Município,2024,Número de Empregos,Homem - Total,10121,60,101,10,C
310900,Município,2024,Número de Empregos,Homem - Total,10139,1,101,10,C
310900,Município,2024,Número de Empregos,Homem - Total,10520,1,105,10,C
310900,Município,2024,Número de Empregos,Homem - Total,10538,5,105,10,C
310900,Município,2024,Número de Empregos,Homem - Total,10911,18,109,10,C
310900,Município,2024,Número de Empregos,Homem - Total,10945,6,109,10,C
310900,Município,2024,Número de Empregos,Homem - Total,10953,1,109,10,C
310900,Município,2024,Número de Empregos,Homem - Total,11119,1,111,11,C
310900,Município,2024,Número de Empregos,Homem - Total,11135,1,111,11,C
310900,Município,2024,Número de Empregos,Homem - Total,11216,70,112,11,C
310900,Município,2024,Número de Empregos,Homem - Total,14126,1,141,14,C
310900,Município,2024,Número de Empregos,Homem - Total,14134,13,141,14,C
310900,Município,2024,Número de Empregos,Homem - Total,16226,3,162,16,C
310900,Município,2024,Número de Empregos,Homem - Total,18300,5,183,18,C
310900,Município,2024,Número de Empregos,Homem - Total,20991,3,209,20,C
310900,Município,2024,Número de Empregos,Homem - Total,23303,16,233,23,C
310900,Município,2024,Número de Empregos,Homem - Total,23915,9,239,23,C
310900,Município,2024,Número de Empregos,Homem - Total,24512,26,245,24,C
310900,Município,2024,Número de Empregos,Homem - Total,25128,13,251,25,C
310900,Município,2024,Número de Empregos,Homem - Total,25420,2,254,25,C
310900,Município,2024,Número de Empregos,Homem - Total,28402,1,284,28,C
310900,Município,2024,Número de Empregos,Homem - Total,28691,1,286,28,C
310900,Município,2024,Número de Empregos,Homem - Total,31012,7,310,31,C
310900,Município,2024,Número de Empregos,Homem - Total,33147,1,331,33,C
310900,Município,2024,Número de Empregos,Homem - Total,38114,8,381,38,E
310900,Município,2024,Número de Empregos,Homem - Total,41107,5,411,41,F
310900,Município,2024,Número de Empregos,Homem - Total,41204,225,412,41,F
310900,Município,2024,Número de Empregos,Homem - Total,42111,788,421,42,F
310900,Município,2024,Número de Empregos,Homem - Total,42120,128,421,42,F
310900,Município,2024,Número de Empregos,Homem - Total,42138,2,421,42,F
310900,Município,2024,Número de Empregos,Homem - Total,42219,1,422,42,F
310900,Município,2024,Número de Empregos,Homem - Total,42227,7,422,42,F
310900,Município,2024,Número de Empregos,Homem - Total,42910,3,429,42,F
310900,Município,2024,Número de Empregos,Homem - Total,42928,1,429,42,F
310900,Município,2024,Número de Empregos,Homem - Total,42995,60,429,42,F
310900,Município,2024,Número de Empregos,Homem - Total,43134,4,431,43,F
310900,Município,2024,Número de Empregos,Homem - Total,43215,3,432,43,F
310900,Município,2024,Número de Empregos,Homem - Total,43223,3,432,43,F
310900,Município,2024,Número de Empregos,Homem - Total,43291,24,432,43,F
310900,Município,2024,Número de Empregos,Homem - Total,43304,39,433,43,F
310900,Município,2024,Número de Empregos,Homem - Total,43991,150,439,43,F
310900,Município,2024,Número de Empregos,Homem - Total,45111,2,451,45,G
310900,Município,2024,Número de Empregos,Homem - Total,45200,11,452,45,G
310900,Município,2024,Número de Empregos,Homem - Total,45307,27,453,45,G
310900,Município,2024,Número de Empregos,Homem - Total,45412,2,454,45,G
310900,Município,2024,Número de Empregos,Homem - Total,46354,2,463,46,G
310900,Município,2024,Número de Empregos,Homem - Total,46371,4,463,46,G
310900,Município,2024,Número de Empregos,Homem - Total,46397,1,463,46,G
310900,Município,2024,Número de Empregos,Homem - Total,46451,1,464,46,G
310900,Município,2024,Número de Empregos,Homem - Total,46494,2,464,46,G
310900,Município,2024,Número de Empregos,Homem - Total,46711,1,467,46,G
310900,Município,2024,Número de Empregos,Homem - Total,46729,1,467,46,G
310900,Município,2024,Número de Empregos,Homem - Total,46893,29,468,46,G
310900,Município,2024,Número de Empregos,Homem - Total,46915,47,469,46,G
310900,Município,2024,Número de Empregos,Homem - Total,47113,189,471,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47121,15,471,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47130,12,471,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47211,11,472,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47229,19,472,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47237,5,472,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47245,5,472,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47296,5,472,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47318,60,473,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47415,3,474,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47431,11,474,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47440,136,474,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47512,1,475,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47539,3,475,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47547,12,475,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47610,6,476,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47717,37,477,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47725,2,477,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47741,1,477,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47814,5,478,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47822,3,478,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47849,19,478,47,G
310900,Município,2024,Número de Empregos,Homem - Total,47890,45,478,47,G
310900,Município,2024,Número de Empregos,Homem - Total,49213,45,492,49,H
310900,Município,2024,Número de Empregos,Homem - Total,49221,4,492,49,H
310900,Município,2024,Número de Empregos,Homem - Total,49248,1,492,49,H
310900,Município,2024,Número de Empregos,Homem - Total,49299,168,492,49,H
310900,Município,2024,Número de Empregos,Homem - Total,49302,480,493,49,H
310900,Município,2024,Número de Empregos,Homem - Total,52125,45,521,52,H
310900,Município,2024,Número de Empregos,Homem - Total,52231,1,522,52,H
310900,Município,2024,Número de Empregos,Homem - Total,52508,108,525,52,H
310900,Município,2024,Número de Empregos,Homem - Total,53105,12,531,53,H
310900,Município,2024,Número de Empregos,Homem - Total,55108,67,551,55,I
310900,Município,2024,Número de Empregos,Homem - Total,55906,1,559,55,I
310900,Município,2024,Número de Empregos,Homem - Total,56112,111,561,56,I
310900,Município,2024,Número de Empregos,Homem - Total,56201,29,562,56,I
310900,Município,2024,Número de Empregos,Homem - Total,61108,7,611,61,J
310900,Município,2024,Número de Empregos,Homem - Total,62015,1,620,62,J
310900,Município,2024,Número de Empregos,Homem - Total,64221,14,642,64,K
310900,Município,2024,Número de Empregos,Homem - Total,64239,5,642,64,K
310900,Município,2024,Número de Empregos,Homem - Total,64247,8,642,64,K
310900,Município,2024,Número de Empregos,Homem - Total,66193,2,661,66,K
310900,Município,2024,Número de Empregos,Homem - Total,66223,1,662,66,K
310900,Município,2024,Número de Empregos,Homem - Total,68102,4,681,68,L
310900,Município,2024,Número de Empregos,Homem - Total,68218,5,682,68,L
310900,Município,2024,Número de Empregos,Homem - Total,68226,1,682,68,L
310900,Município,2024,Número de Empregos,Homem - Total,69117,1,691,69,M
310900,Município,2024,Número de Empregos,Homem - Total,69125,15,691,69,M
310900,Município,2024,Número de Empregos,Homem - Total,69206,12,692,69,M
310900,Município,2024,Número de Empregos,Homem - Total,70204,10,702,70,M
310900,Município,2024,Número de Empregos,Homem - Total,71120,61,711,71,M
310900,Município,2024,Número de Empregos,Homem - Total,71197,3,711,71,M
310900,Município,2024,Número de Empregos,Homem - Total,73190,7,731,73,M
310900,Município,2024,Número de Empregos,Homem - Total,74901,5,749,74,M
310900,Município,2024,Número de Empregos,Homem - Total,75001,2,750,75,M
310900,Município,2024,Número de Empregos,Homem - Total,77195,11,771,77,N
310900,Município,2024,Número de Empregos,Homem - Total,77322,14,773,77,N
310900,Município,2024,Número de Empregos,Homem - Total,79112,4,791,79,N
310900,Município,2024,Número de Empregos,Homem - Total,80200,2,802,80,N
310900,Município,2024,Número de Empregos,Homem - Total,81125,295,811,81,N
310900,Município,2024,Número de Empregos,Homem - Total,82113,17,821,82,N
310900,Município,2024,Número de Empregos,Homem - Total,82997,23,829,82,N
310900,Município,2024,Número de Empregos,Homem - Total,84116,678,841,84,O
310900,Município,2024,Número de Empregos,Homem - Total,85139,26,851,85,P
310900,Município,2024,Número de Empregos,Homem - Total,85201,8,852,85,P
310900,Município,2024,Número de Empregos,Homem - Total,85333,37,853,85,P
310900,Município,2024,Número de Empregos,Homem - Total,85937,4,859,85,P
310900,Município,2024,Número de Empregos,Homem - Total,85996,17,859,85,P
310900,Município,2024,Número de Empregos,Homem - Total,86101,36,861,86,Q
310900,Município,2024,Número de Empregos,Homem - Total,86305,21,863,86,Q
310900,Município,2024,Número de Empregos,Homem - Total,86402,3,864,86,Q
310900,Município,2024,Número de Empregos,Homem - Total,87115,1,871,87,Q
310900,Município,2024,Número de Empregos,Homem - Total,87204,1,872,87,Q
310900,Município,2024,Número de Empregos,Homem - Total,91023,263,910,91,R
310900,Município,2024,Número de Empregos,Homem - Total,93123,12,931,93,R
310900,Município,2024,Número de Empregos,Homem - Total,93131,10,931,93,R
310900,Município,2024,Número de Empregos,Homem - Total,93298,2,932,93,R
310900,Município,2024,Número de Empregos,Homem - Total,94308,80,943,94,S
310900,Município,2024,Número de Empregos,Homem - Total,94910,5,949,94,S
310900,Município,2024,Número de Empregos,Homem - Total,94995,60,949,94,S
310900,Município,2024,Número de Empregos,Homem - Total,95291,5,952,95,S
310900,Município,2024,Número de Empregos,Homem - Total,96092,3,960,96,S
310900,Município,2024,Número de Empregos,Mulher - BrAm,01512,4,015,01,A
310900,Município,2024,Número de Empregos,Mulher - BrAm,01521,3,015,01,A
310900,Município,2024,Número de Empregos,Mulher - BrAm,01547,1,015,01,A
310900,Município,2024,Número de Empregos,Mulher - BrAm,01610,1,016,01,A
310900,Município,2024,Número de Empregos,Mulher - BrAm,02306,2,023,02,A
310900,Município,2024,Número de Empregos,Mulher - BrAm,07103,187,071,07,B
310900,Município,2024,Número de Empregos,Mulher - BrAm,09904,5,099,09,B
310900,Município,2024,Número de Empregos,Mulher - BrAm,10121,23,101,10,C
310900,Município,2024,Número de Empregos,Mulher - BrAm,10139,1,101,10,C
310900,Município,2024,Número de Empregos,Mulher - BrAm,10538,2,105,10,C
310900,Município,2024,Número de Empregos,Mulher - BrAm,10643,1,106,10,C
310900,Município,2024,Número de Empregos,Mulher - BrAm,10911,14,109,10,C
310900,Município,2024,Número de Empregos,Mulher - BrAm,10945,3,109,10,C
310900,Município,2024,Número de Empregos,Mulher - BrAm,11216,18,112,11,C
310900,Município,2024,Número de Empregos,Mulher - BrAm,14126,4,141,14,C
310900,Município,2024,Número de Empregos,Mulher - BrAm,14134,17,141,14,C
310900,Município,2024,Número de Empregos,Mulher - BrAm,23303,1,233,23,C
310900,Município,2024,Número de Empregos,Mulher - BrAm,24512,3,245,24,C
310900,Município,2024,Número de Empregos,Mulher - BrAm,28402,1,284,28,C
310900,Município,2024,Número de Empregos,Mulher - BrAm,32507,1,325,32,C
310900,Município,2024,Número de Empregos,Mulher - BrAm,41204,14,412,41,F
310900,Município,2024,Número de Empregos,Mulher - BrAm,42111,20,421,42,F
310900,Município,2024,Número de Empregos,Mulher - BrAm,42120,7,421,42,F
310900,Município,2024,Número de Empregos,Mulher - BrAm,42995,3,429,42,F
310900,Município,2024,Número de Empregos,Mulher - BrAm,43304,2,433,43,F
310900,Município,2024,Número de Empregos,Mulher - BrAm,43991,13,439,43,F
310900,Município,2024,Número de Empregos,Mulher - BrAm,45200,1,452,45,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,45307,3,453,45,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,46494,1,464,46,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,46711,1,467,46,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,46893,3,468,46,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,46915,9,469,46,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47113,37,471,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47121,13,471,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47130,2,471,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47211,11,472,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47229,4,472,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47296,1,472,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47318,1,473,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47415,1,474,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47431,2,474,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47440,21,474,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47512,1,475,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47539,4,475,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47547,10,475,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47555,15,475,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47610,1,476,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47717,28,477,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47725,1,477,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47741,6,477,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47814,38,478,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47822,12,478,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47849,2,478,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,47890,3,478,47,G
310900,Município,2024,Número de Empregos,Mulher - BrAm,49213,4,492,49,H
310900,Município,2024,Número de Empregos,Mulher - BrAm,49299,14,492,49,H
310900,Município,2024,Número de Empregos,Mulher - BrAm,49302,10,493,49,H
310900,Município,2024,Número de Empregos,Mulher - BrAm,52508,5,525,52,H
310900,Município,2024,Número de Empregos,Mulher - BrAm,53105,2,531,53,H
310900,Município,2024,Número de Empregos,Mulher - BrAm,55108,22,551,55,I
310900,Município,2024,Número de Empregos,Mulher - BrAm,56112,71,561,56,I
310900,Município,2024,Número de Empregos,Mulher - BrAm,56201,23,562,56,I
310900,Município,2024,Número de Empregos,Mulher - BrAm,61108,2,611,61,J
310900,Município,2024,Número de Empregos,Mulher - BrAm,64221,7,642,64,K
310900,Município,2024,Número de Empregos,Mulher - BrAm,64247,13,642,64,K
310900,Município,2024,Número de Empregos,Mulher - BrAm,66223,1,662,66,K
310900,Município,2024,Número de Empregos,Mulher - BrAm,68218,4,682,68,L
310900,Município,2024,Número de Empregos,Mulher - BrAm,68226,2,682,68,L
310900,Município,2024,Número de Empregos,Mulher - BrAm,69117,1,691,69,M
310900,Município,2024,Número de Empregos,Mulher - BrAm,69125,9,691,69,M
310900,Município,2024,Número de Empregos,Mulher - BrAm,69206,16,692,69,M
310900,Município,2024,Número de Empregos,Mulher - BrAm,70204,1,702,70,M
310900,Município,2024,Número de Empregos,Mulher - BrAm,71120,2,711,71,M
310900,Município,2024,Número de Empregos,Mulher - BrAm,71197,1,711,71,M
310900,Município,2024,Número de Empregos,Mulher - BrAm,73190,1,731,73,M
310900,Município,2024,Número de Empregos,Mulher - BrAm,73203,1,732,73,M
310900,Município,2024,Número de Empregos,Mulher - BrAm,74901,7,749,74,M
310900,Município,2024,Número de Empregos,Mulher - BrAm,75001,6,750,75,M
310900,Município,2024,Número de Empregos,Mulher - BrAm,77195,2,771,77,N
310900,Município,2024,Número de Empregos,Mulher - BrAm,77322,1,773,77,N
310900,Município,2024,Número de Empregos,Mulher - BrAm,77390,1,773,77,N
310900,Município,2024,Número de Empregos,Mulher - BrAm,79112,1,791,79,N
310900,Município,2024,Número de Empregos,Mulher - BrAm,81125,32,811,81,N
310900,Município,2024,Número de Empregos,Mulher - BrAm,82113,1,821,82,N
310900,Município,2024,Número de Empregos,Mulher - BrAm,82997,5,829,82,N
310900,Município,2024,Número de Empregos,Mulher - BrAm,84116,744,841,84,O
310900,Município,2024,Número de Empregos,Mulher - BrAm,85121,4,851,85,P
310900,Município,2024,Número de Empregos,Mulher - BrAm,85139,34,851,85,P
310900,Município,2024,Número de Empregos,Mulher - BrAm,85201,3,852,85,P
310900,Município,2024,Número de Empregos,Mulher - BrAm,85333,24,853,85,P
310900,Município,2024,Número de Empregos,Mulher - BrAm,85937,4,859,85,P
310900,Município,2024,Número de Empregos,Mulher - BrAm,85996,11,859,85,P
310900,Município,2024,Número de Empregos,Mulher - BrAm,86101,23,861,86,Q
310900,Município,2024,Número de Empregos,Mulher - BrAm,86305,19,863,86,Q
310900,Município,2024,Número de Empregos,Mulher - BrAm,86402,7,864,86,Q
310900,Município,2024,Número de Empregos,Mulher - BrAm,86500,3,865,86,Q
310900,Município,2024,Número de Empregos,Mulher - BrAm,86909,1,869,86,Q
310900,Município,2024,Número de Empregos,Mulher - BrAm,87115,12,871,87,Q
310900,Município,2024,Número de Empregos,Mulher - BrAm,91023,98,910,91,R
310900,Município,2024,Número de Empregos,Mulher - BrAm,93131,2,931,93,R
310900,Município,2024,Número de Empregos,Mulher - BrAm,94111,1,941,94,S
310900,Município,2024,Número de Empregos,Mulher - BrAm,94201,1,942,94,S
310900,Município,2024,Número de Empregos,Mulher - BrAm,94308,22,943,94,S
310900,Município,2024,Número de Empregos,Mulher - BrAm,94995,6,949,94,S
310900,Município,2024,Número de Empregos,Mulher - BrAm,96017,1,960,96,S
310900,Município,2024,Número de Empregos,Mulher - BrAm,96025,3,960,96,S
310900,Município,2024,Número de Empregos,Mulher - BrAm,96092,1,960,96,S
310900,Município,2024,Número de Empregos,Mulher - PPI,01199,1,011,01,A
310900,Município,2024,Número de Empregos,Mulher - PPI,01512,3,015,01,A
310900,Município,2024,Número de Empregos,Mulher - PPI,01521,2,015,01,A
310900,Município,2024,Número de Empregos,Mulher - PPI,01547,2,015,01,A
310900,Município,2024,Número de Empregos,Mulher - PPI,01610,1,016,01,A
310900,Município,2024,Número de Empregos,Mulher - PPI,01628,1,016,01,A
310900,Município,2024,Número de Empregos,Mulher - PPI,02306,8,023,02,A
310900,Município,2024,Número de Empregos,Mulher - PPI,07103,231,071,07,B
310900,Município,2024,Número de Empregos,Mulher - PPI,08100,1,081,08,B
310900,Município,2024,Número de Empregos,Mulher - PPI,09904,3,099,09,B
310900,Município,2024,Número de Empregos,Mulher - PPI,10121,35,101,10,C
310900,Município,2024,Número de Empregos,Mulher - PPI,10139,1,101,10,C
310900,Município,2024,Número de Empregos,Mulher - PPI,10911,23,109,10,C
310900,Município,2024,Número de Empregos,Mulher - PPI,10945,1,109,10,C
310900,Município,2024,Número de Empregos,Mulher - PPI,11216,86,112,11,C
310900,Município,2024,Número de Empregos,Mulher - PPI,14134,12,141,14,C
310900,Município,2024,Número de Empregos,Mulher - PPI,23494,1,234,23,C
310900,Município,2024,Número de Empregos,Mulher - PPI,23915,1,239,23,C
310900,Município,2024,Número de Empregos,Mulher - PPI,24512,1,245,24,C
310900,Município,2024,Número de Empregos,Mulher - PPI,25128,1,251,25,C
310900,Município,2024,Número de Empregos,Mulher - PPI,28402,1,284,28,C
310900,Município,2024,Número de Empregos,Mulher - PPI,31012,1,310,31,C
310900,Município,2024,Número de Empregos,Mulher - PPI,33210,1,332,33,C
310900,Município,2024,Número de Empregos,Mulher - PPI,41204,25,412,41,F
310900,Município,2024,Número de Empregos,Mulher - PPI,42111,87,421,42,F
310900,Município,2024,Número de Empregos,Mulher - PPI,42120,15,421,42,F
310900,Município,2024,Número de Empregos,Mulher - PPI,42995,1,429,42,F
310900,Município,2024,Número de Empregos,Mulher - PPI,43304,5,433,43,F
310900,Município,2024,Número de Empregos,Mulher - PPI,43991,11,439,43,F
310900,Município,2024,Número de Empregos,Mulher - PPI,45307,6,453,45,G
310900,Município,2024,Número de Empregos,Mulher - PPI,45412,1,454,45,G
310900,Município,2024,Número de Empregos,Mulher - PPI,46397,2,463,46,G
310900,Município,2024,Número de Empregos,Mulher - PPI,46893,4,468,46,G
310900,Município,2024,Número de Empregos,Mulher - PPI,46915,31,469,46,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47113,149,471,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47121,17,471,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47130,8,471,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47211,13,472,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47229,6,472,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47237,2,472,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47245,2,472,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47296,5,472,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47318,8,473,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47415,2,474,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47423,1,474,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47440,26,474,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47512,1,475,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47539,5,475,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47547,2,475,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47555,10,475,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47571,1,475,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47610,6,476,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47636,3,476,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47717,46,477,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47725,3,477,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47741,3,477,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47814,27,478,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47822,14,478,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47849,3,478,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,47890,14,478,47,G
310900,Município,2024,Número de Empregos,Mulher - PPI,49213,4,492,49,H
310900,Município,2024,Número de Empregos,Mulher - PPI,49299,28,492,49,H
310900,Município,2024,Número de Empregos,Mulher - PPI,49302,10,493,49,H
310900,Município,2024,Número de Empregos,Mulher - PPI,52125,12,521,52,H
310900,Município,2024,Número de Empregos,Mulher - PPI,52290,1,522,52,H
310900,Município,2024,Número de Empregos,Mulher - PPI,52508,6,525,52,H
310900,Município,2024,Número de Empregos,Mulher - PPI,53105,1,531,53,H
310900,Município,2024,Número de Empregos,Mulher - PPI,55108,77,551,55,I
310900,Município,2024,Número de Empregos,Mulher - PPI,55906,4,559,55,I
310900,Município,2024,Número de Empregos,Mulher - PPI,56112,152,561,56,I
310900,Município,2024,Número de Empregos,Mulher - PPI,56121,2,561,56,I
310900,Município,2024,Número de Empregos,Mulher - PPI,56201,52,562,56,I
310900,Município,2024,Número de Empregos,Mulher - PPI,61108,2,611,61,J
310900,Município,2024,Número de Empregos,Mulher - PPI,64221,5,642,64,K
310900,Município,2024,Número de Empregos,Mulher - PPI,64239,1,642,64,K
310900,Município,2024,Número de Empregos,Mulher - PPI,64247,7,642,64,K
310900,Município,2024,Número de Empregos,Mulher - PPI,66223,1,662,66,K
310900,Município,2024,Número de Empregos,Mulher - PPI,68102,4,681,68,L
310900,Município,2024,Número de Empregos,Mulher - PPI,68218,4,682,68,L
310900,Município,2024,Número de Empregos,Mulher - PPI,68226,2,682,68,L
310900,Município,2024,Número de Empregos,Mulher - PPI,69117,2,691,69,M
310900,Município,2024,Número de Empregos,Mulher - PPI,69125,11,691,69,M
310900,Município,2024,Número de Empregos,Mulher - PPI,69206,21,692,69,M
310900,Município,2024,Número de Empregos,Mulher - PPI,70204,3,702,70,M
310900,Município,2024,Número de Empregos,Mulher - PPI,71120,5,711,71,M
310900,Município,2024,Número de Empregos,Mulher - PPI,71197,1,711,71,M
310900,Município,2024,Número de Empregos,Mulher - PPI,73190,1,731,73,M
310900,Município,2024,Número de Empregos,Mulher - PPI,74901,5,749,74,M
310900,Município,2024,Número de Empregos,Mulher - PPI,75001,2,750,75,M
310900,Município,2024,Número de Empregos,Mulher - PPI,79112,1,791,79,N
310900,Município,2024,Número de Empregos,Mulher - PPI,80200,1,802,80,N
310900,Município,2024,Número de Empregos,Mulher - PPI,81125,53,811,81,N
310900,Município,2024,Número de Empregos,Mulher - PPI,82113,21,821,82,N
310900,Município,2024,Número de Empregos,Mulher - PPI,82997,5,829,82,N
310900,Município,2024,Número de Empregos,Mulher - PPI,84116,533,841,84,O
310900,Município,2024,Número de Empregos,Mulher - PPI,85121,5,851,85,P
310900,Município,2024,Número de Empregos,Mulher - PPI,85139,35,851,85,P
310900,Município,2024,Número de Empregos,Mulher - PPI,85201,1,852,85,P
310900,Município,2024,Número de Empregos,Mulher - PPI,85333,2,853,85,P
310900,Município,2024,Número de Empregos,Mulher - PPI,85937,6,859,85,P
310900,Município,2024,Número de Empregos,Mulher - PPI,85996,10,859,85,P
