Código IBGE,Nível Regional,Ano,Indicador,Sexo e Raça/Cor,Classe CNAE (5 dígitos),Valor,Grupo CNAE (3 dígitos),Divisão CNAE (2 dígitos),Seção CNAE (1 dígito),Desvio Padrão
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47547,1926.80875,475,47,G,427.43369368618374
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47555,2330.7053333333333,475,47,G,857.8662157008821
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47610,1604.55,476,47,G,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47717,2425.235,477,47,G,1043.8009964006342
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47725,4247.88,477,47,G,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47741,2312.952,477,47,G,970.779383547055
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47814,1660.190555555555,478,47,G,335.67733508700155
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47822,1452.1281818181817,478,47,G,48.81625483753989
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47849,1412,478,47,G,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47890,2110.2,478,47,G,986.5468231665438
310900,Município,2024,Média do Salário Real,Mulher - BrAm,49213,1735.0033333333333,492,49,H,288.3111923483605
310900,Município,2024,Média do Salário Real,Mulher - BrAm,49299,5161.726250000001,492,49,H,7659.290142492575
310900,Município,2024,Média do Salário Real,Mulher - BrAm,49302,2165.822,493,49,H,802.180914587781
310900,Município,2024,Média do Salário Real,Mulher - BrAm,52508,2576.244,525,52,H,180.25235069202293
310900,Município,2024,Média do Salário Real,Mulher - BrAm,53105,4692.18,531,53,H,1266.9939305300556
310900,Município,2024,Média do Salário Real,Mulher - BrAm,55108,2078.345263157895,551,55,I,1335.3558553491293
310900,Município,2024,Média do Salário Real,Mulher - BrAm,56112,2003.5333870967747,561,56,I,1611.5459048775754
310900,Município,2024,Média do Salário Real,Mulher - BrAm,56201,1855.9227777777778,562,56,I,639.8011351589286
310900,Município,2024,Média do Salário Real,Mulher - BrAm,61108,842.99,611,61,J,562.7155764682545
310900,Município,2024,Média do Salário Real,Mulher - BrAm,64221,5538.5233333333335,642,64,K,1583.1635839630305
310900,Município,2024,Média do Salário Real,Mulher - BrAm,64247,4024.1007692307685,642,64,K,2620.5509370692184
310900,Município,2024,Média do Salário Real,Mulher - BrAm,66223,2760.36,662,66,K,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,68218,1869.4625,682,68,L,248.9539392973461
310900,Município,2024,Média do Salário Real,Mulher - BrAm,68226,2837.19,682,68,L,1529.7972368258481
310900,Município,2024,Média do Salário Real,Mulher - BrAm,69117,1723.77,691,69,M,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,69125,2302.4444444444443,691,69,M,748.4515867962187
310900,Município,2024,Média do Salário Real,Mulher - BrAm,69206,2821.3779999999997,692,69,M,744.2381454807133
310900,Município,2024,Média do Salário Real,Mulher - BrAm,70204,3720.56,702,70,M,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,71197,1727.73,711,71,M,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,73190,4763.11,731,73,M,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,73203,1468.47,732,73,M,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,74901,4170.669999999999,749,74,M,791.7410798360787
310900,Município,2024,Média do Salário Real,Mulher - BrAm,75001,1794.2666666666667,750,75,M,366.4889301284101
310900,Município,2024,Média do Salário Real,Mulher - BrAm,77195,2750,771,77,N,1060.6601717798212
310900,Município,2024,Média do Salário Real,Mulher - BrAm,77322,1412,773,77,N,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,77390,1412,773,77,N,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,81125,2961.3148387096767,811,81,N,2311.3210815330567
310900,Município,2024,Média do Salário Real,Mulher - BrAm,82113,8144.17,821,82,N,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,82997,1790.885,829,82,N,566.0507506987927
310900,Município,2024,Média do Salário Real,Mulher - BrAm,84116,5219.3736705202255,841,84,O,2945.9263070315596
310900,Município,2024,Média do Salário Real,Mulher - BrAm,85121,1606,851,85,P,387.5591088681399
310900,Município,2024,Média do Salário Real,Mulher - BrAm,85139,2591.2435483870963,851,85,P,2148.1939591783425
310900,Município,2024,Média do Salário Real,Mulher - BrAm,85201,1175.0166666666667,852,85,P,745.3146465978871
310900,Município,2024,Média do Salário Real,Mulher - BrAm,85333,2664.867826086956,853,85,P,1320.4719937340467
310900,Município,2024,Média do Salário Real,Mulher - BrAm,85937,1015.07,859,85,P,787.9587991132532
310900,Município,2024,Média do Salário Real,Mulher - BrAm,85996,1908.7522222222224,859,85,P,744.6533357169928
310900,Município,2024,Média do Salário Real,Mulher - BrAm,86101,4278.38695652174,861,86,Q,1773.0251806303843
310900,Município,2024,Média do Salário Real,Mulher - BrAm,86305,1786.9255555555555,863,86,Q,527.1118776460607
310900,Município,2024,Média do Salário Real,Mulher - BrAm,86402,1832.013333333333,864,86,Q,492.01538929861397
310900,Município,2024,Média do Salário Real,Mulher - BrAm,86500,2319.0533333333333,865,86,Q,1510.5681345882197
310900,Município,2024,Média do Salário Real,Mulher - BrAm,86909,3166,869,86,Q,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,87115,3032.8790909090912,871,87,Q,1686.0196221423673
310900,Município,2024,Média do Salário Real,Mulher - BrAm,91023,5439.4095789473695,910,91,R,6680.079722472887
310900,Município,2024,Média do Salário Real,Mulher - BrAm,93131,2675.425,931,93,R,302.7477683650204
310900,Município,2024,Média do Salário Real,Mulher - BrAm,94111,2440.64,941,94,S,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,94201,5395.66,942,94,S,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,94308,3153.6785714285716,943,94,S,1830.6404354577273
310900,Município,2024,Média do Salário Real,Mulher - BrAm,94995,2449.112,949,94,S,682.2671788016773
310900,Município,2024,Média do Salário Real,Mulher - BrAm,96025,1258.7033333333331,960,96,S,494.2198539449152
310900,Município,2024,Média do Salário Real,Mulher - BrAm,96092,1412,960,96,S,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,01199,2118,011,01,A,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,01512,1589.7533333333333,015,01,A,307.8778045480598
310900,Município,2024,Média do Salário Real,Mulher - PPI,01521,2118,015,01,A,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,01547,2007.58,015,01,A,731.3464016456222
310900,Município,2024,Média do Salário Real,Mulher - PPI,01610,1412,016,01,A,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,01628,2118.1,016,01,A,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,02306,3618.3971428571426,023,02,A,2100.5195515214346
310900,Município,2024,Média do Salário Real,Mulher - PPI,07103,5436.84530701754,071,07,B,4264.320775314333
310900,Município,2024,Média do Salário Real,Mulher - PPI,08100,1700,081,08,B,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,09904,3467.1733333333336,099,09,B,2781.2558617706018
310900,Município,2024,Média do Salário Real,Mulher - PPI,10121,1502.8429411764707,101,10,C,478.12970692651254
310900,Município,2024,Média do Salário Real,Mulher - PPI,10139,2785.28,101,10,C,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,10911,1540.7184999999997,109,10,C,152.27583186873676
310900,Município,2024,Média do Salário Real,Mulher - PPI,10945,1777.33,109,10,C,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,11216,1705.5697590361447,112,11,C,463.7572617299467
310900,Município,2024,Média do Salário Real,Mulher - PPI,14134,1717.2557142857145,141,14,C,155.39817704391334
310900,Município,2024,Média do Salário Real,Mulher - PPI,23915,1600,239,23,C,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,24512,3766.5,245,24,C,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,25128,1553.44,251,25,C,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,28402,1460.14,284,28,C,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,31012,1857.49,310,31,C,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,33210,1412,332,33,C,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,41204,2698.117916666667,412,41,F,1830.4688962809482
310900,Município,2024,Média do Salário Real,Mulher - PPI,42111,3613.429466666666,421,42,F,2449.645968802427
310900,Município,2024,Média do Salário Real,Mulher - PPI,42120,3181.8759999999997,421,42,F,2088.1841244412744
310900,Município,2024,Média do Salário Real,Mulher - PPI,42995,2695.88,429,42,F,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,43304,2665.132,433,43,F,486.10683771162894
310900,Município,2024,Média do Salário Real,Mulher - PPI,43991,2719.36,439,43,F,1182.7214037887366
310900,Município,2024,Média do Salário Real,Mulher - PPI,45307,2389.7174999999997,453,45,G,601.2755171231126
310900,Município,2024,Média do Salário Real,Mulher - PPI,45412,1412,454,45,G,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,46397,730,463,46,G,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,46893,1869.25,468,46,G,917.3813288195191
310900,Município,2024,Média do Salário Real,Mulher - PPI,46915,2392.3775,469,46,G,807.0755630951604
310900,Município,2024,Média do Salário Real,Mulher - PPI,47113,2039.6323571428572,471,47,G,693.5935167019302
310900,Município,2024,Média do Salário Real,Mulher - PPI,47121,1642.0493333333332,471,47,G,301.91237684530415
310900,Município,2024,Média do Salário Real,Mulher - PPI,47130,1607.97,471,47,G,522.2162793599712
310900,Município,2024,Média do Salário Real,Mulher - PPI,47211,1661.8653846153845,472,47,G,467.5553921660937
310900,Município,2024,Média do Salário Real,Mulher - PPI,47229,2162.59,472,47,G,1201.9381824203772
310900,Município,2024,Média do Salário Real,Mulher - PPI,47237,1556,472,47,G,203.64675298172568
310900,Município,2024,Média do Salário Real,Mulher - PPI,47245,1412,472,47,G,0
310900,Município,2024,Média do Salário Real,Mulher - PPI,47296,1557.8899999999999,472,47,G,622.5313951922425
310900,Município,2024,Média do Salário Real,Mulher - PPI,47318,3160.135,473,47,G,2116.2871246123477
310900,Município,2024,Média do Salário Real,Mulher - PPI,47415,1463.5,474,47,G,72.8319984622144
310900,Município,2024,Média do Salário Real,Mulher - PPI,47423,2659.27,474,47,G,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,47440,1877.2776923076917,474,47,G,583.4947098393108
310900,Município,2024,Média do Salário Real,Mulher - PPI,47539,1757.0800000000004,475,47,G,273.3540860312866
310900,Município,2024,Média do Salário Real,Mulher - PPI,47547,3270.68,475,47,G,1669.6771002801709
310900,Município,2024,Média do Salário Real,Mulher - PPI,47555,1916.923,475,47,G,575.6171145446135
310900,Município,2024,Média do Salário Real,Mulher - PPI,47571,1679.3,475,47,G,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,47610,1481.6666666666667,476,47,G,663.2506816179435
310900,Município,2024,Média do Salário Real,Mulher - PPI,47636,1412,476,47,G,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,47717,2630.3675,477,47,G,1337.7052871122057
310900,Município,2024,Média do Salário Real,Mulher - PPI,47725,1691.9566666666667,477,47,G,267.46585507936027
310900,Município,2024,Média do Salário Real,Mulher - PPI,47741,2114.07,477,47,G,608.9506090809008
310900,Município,2024,Média do Salário Real,Mulher - PPI,47814,1539.1016,478,47,G,180.43930673220842
310900,Município,2024,Média do Salário Real,Mulher - PPI,47822,2066.9246153846157,478,47,G,819.5662780257146
310900,Município,2024,Média do Salário Real,Mulher - PPI,47849,1963,478,47,G,0
310900,Município,2024,Média do Salário Real,Mulher - PPI,47890,1883.525,478,47,G,631.4446095416689
310900,Município,2024,Média do Salário Real,Mulher - PPI,49213,2111.395,492,49,H,663.1278324476108
310900,Município,2024,Média do Salário Real,Mulher - PPI,49299,2216.7591666666667,492,49,H,609.5767465960129
310900,Município,2024,Média do Salário Real,Mulher - PPI,49302,1675.602,493,49,H,559.3182552755135
310900,Município,2024,Média do Salário Real,Mulher - PPI,52125,3561.6041666666665,521,52,H,3239.259000465885
310900,Município,2024,Média do Salário Real,Mulher - PPI,52290,1600,522,52,H,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,52508,2639.57,525,52,H,273.2800307377031
310900,Município,2024,Média do Salário Real,Mulher - PPI,53105,6087.25,531,53,H,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,55108,1674.0305797101448,551,55,I,453.3780127355229
310900,Município,2024,Média do Salário Real,Mulher - PPI,55906,1760.76,559,55,I,318.778421791689
310900,Município,2024,Média do Salário Real,Mulher - PPI,56112,2156.0707086614184,561,56,I,1020.6853305361628
310900,Município,2024,Média do Salário Real,Mulher - PPI,56121,1430,561,56,I,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,56201,1706.541860465116,562,56,I,550.592347910329
310900,Município,2024,Média do Salário Real,Mulher - PPI,61108,1598.85,611,61,J,139.7950106405805
310900,Município,2024,Média do Salário Real,Mulher - PPI,64221,7152.026,642,64,K,2670.2282218155065
310900,Município,2024,Média do Salário Real,Mulher - PPI,64239,12689.4,642,64,K,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,64247,4007.2042857142856,642,64,K,3330.880174707866
310900,Município,2024,Média do Salário Real,Mulher - PPI,66223,3031.79,662,66,K,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,68102,2946.9599999999996,681,68,L,2683.166264844577
310900,Município,2024,Média do Salário Real,Mulher - PPI,68218,1773.63,682,68,L,261.38956087291115
310900,Município,2024,Média do Salário Real,Mulher - PPI,68226,1545.87,682,68,L,1.9657568516985828
310900,Município,2024,Média do Salário Real,Mulher - PPI,69117,1412,691,69,M,0
310900,Município,2024,Média do Salário Real,Mulher - PPI,69125,2988.9759999999997,691,69,M,2259.2963119726755
310900,Município,2024,Média do Salário Real,Mulher - PPI,69206,2539.212631578947,692,69,M,1113.1008928207027
310900,Município,2024,Média do Salário Real,Mulher - PPI,70204,5216.326666666667,702,70,M,1249.7538703814178
310900,Município,2024,Média do Salário Real,Mulher - PPI,71120,2200,711,71,M,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,71197,1700,711,71,M,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,73190,1737.3,731,73,M,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,74901,3871.42,749,74,M,0
310900,Município,2024,Média do Salário Real,Mulher - PPI,75001,1515,750,75,M,0
310900,Município,2024,Média do Salário Real,Mulher - PPI,79112,1647.86,791,79,N,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,80200,1412,802,80,N,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,81125,3561.5499999999993,811,81,N,2026.9626866628316
310900,Município,2024,Média do Salário Real,Mulher - PPI,82113,1823.1469999999997,821,82,N,461.98149097236853
310900,Município,2024,Média do Salário Real,Mulher - PPI,82997,1708.5600000000002,829,82,N,256.8883430597815
310900,Município,2024,Média do Salário Real,Mulher - PPI,84116,4115.907705882344,841,84,O,2404.2525678925067
310900,Município,2024,Média do Salário Real,Mulher - PPI,85121,2683.2799999999997,851,85,P,435.54200095972357
310900,Município,2024,Média do Salário Real,Mulher - PPI,85139,2670.7328571428575,851,85,P,1281.7667092121474
310900,Município,2024,Média do Salário Real,Mulher - PPI,85201,3947.45,852,85,P,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,85333,1252.69,853,85,P,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,85937,1579.6960000000001,859,85,P,1148.5258684635712
310900,Município,2024,Média do Salário Real,Mulher - PPI,85996,1697.9957142857145,859,85,P,303.81077103229586
310900,Município,2024,Média do Salário Real,Mulher - PPI,86101,4205.139423076925,861,86,Q,1779.6269046357954
310900,Município,2024,Média do Salário Real,Mulher - PPI,86305,1864.8777272727268,863,86,Q,608.1925664445723
310900,Município,2024,Média do Salário Real,Mulher - PPI,86402,1900.5615384615385,864,86,Q,496.4537348677141
310900,Município,2024,Média do Salário Real,Mulher - PPI,86500,1704.5259999999998,865,86,Q,238.09755559434035
310900,Município,2024,Média do Salário Real,Mulher - PPI,86909,1500,869,86,Q,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,87115,2138.602499999999,871,87,Q,921.2024463430322
310900,Município,2024,Média do Salário Real,Mulher - PPI,91023,3155.2016666666673,910,91,R,3341.6345299773516
310900,Município,2024,Média do Salário Real,Mulher - PPI,93131,2626.4054545454546,931,93,R,1407.0515098699382
310900,Município,2024,Média do Salário Real,Mulher - PPI,93191,4500,931,93,R,2121.3203435596424
310900,Município,2024,Média do Salário Real,Mulher - PPI,93298,2064.815,932,93,R,159.7566350734769
310900,Município,2024,Média do Salário Real,Mulher - PPI,94111,1515,941,94,S,NA
310900,Município,2024,Média do Salário Real,Mulher - PPI,94201,3920.7466666666674,942,94,S,3036.2053438845887
310900,Município,2024,Média do Salário Real,Mulher - PPI,94308,2412.133636363637,943,94,S,1361.7623999809798
310900,Município,2024,Média do Salário Real,Mulher - PPI,94995,2377.901,949,94,S,669.6038604105166
310900,Município,2024,Média do Salário Real,Mulher - PPI,95291,2417.748,952,95,S,905.4258916775024
310900,Município,2024,Média do Salário Real,Mulher - PPI,96025,1952.8225,960,96,S,660.287751533375
310900,Município,2024,Média do Salário Real,Mulher - PPI,96033,1694.4,960,96,S,0
310900,Município,2024,Média do Salário Real,Mulher - PPI,96092,1656,960,96,S,345.0681092190352
310900,Município,2024,Média do Salário Real,Mulher - Total,01199,2118,011,01,A,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,01512,1731.0433333333333,015,01,A,473.75675959997307
310900,Município,2024,Média do Salário Real,Mulher - Total,01521,2456.725,015,01,A,673.3884407234801
310900,Município,2024,Média do Salário Real,Mulher - Total,01547,2005.0533333333333,015,01,A,517.158517026775
310900,Município,2024,Média do Salário Real,Mulher - Total,01610,1605.325,016,01,A,273.40283694577863
310900,Município,2024,Média do Salário Real,Mulher - Total,01628,2118.1,016,01,A,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,02306,3755.133333333333,023,02,A,1973.9899885257778
310900,Município,2024,Média do Salário Real,Mulher - Total,07103,6361.829530516428,071,07,B,5169.850883815078
310900,Município,2024,Média do Salário Real,Mulher - Total,08100,3626,081,08,B,2428.442299088039
310900,Município,2024,Média do Salário Real,Mulher - Total,09904,3129.785,099,09,B,1764.8111500182026
310900,Município,2024,Média do Salário Real,Mulher - Total,10121,1668.0028571428577,101,10,C,559.3539871209035
310900,Município,2024,Média do Salário Real,Mulher - Total,10139,2785.28,101,10,C,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,10538,1232,105,10,C,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,10643,1412,106,10,C,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,10911,1611.4166666666667,109,10,C,210.69160244354754
310900,Município,2024,Média do Salário Real,Mulher - Total,10945,1857.61,109,10,C,346.65434167193115
310900,Município,2024,Média do Salário Real,Mulher - Total,11216,1751.0635000000007,112,11,C,482.40027883799956
310900,Município,2024,Média do Salário Real,Mulher - Total,14126,1750,141,14,C,0
310900,Município,2024,Média do Salário Real,Mulher - Total,14134,2097.5856,141,14,C,820.8213265792582
310900,Município,2024,Média do Salário Real,Mulher - Total,23303,1412,233,23,C,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,23915,1600,239,23,C,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,24512,2712.3575,245,24,C,910.5892055284863
310900,Município,2024,Média do Salário Real,Mulher - Total,25128,1553.44,251,25,C,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,28402,1460.14,284,28,C,0
310900,Município,2024,Média do Salário Real,Mulher - Total,31012,1857.49,310,31,C,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,32507,1412,325,32,C,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,33210,1412,332,33,C,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,41204,3587.738378378378,412,41,F,2533.5300012976113
310900,Município,2024,Média do Salário Real,Mulher - Total,42111,3641.5829787234034,421,42,F,2678.470116626252
310900,Município,2024,Média do Salário Real,Mulher - Total,42120,3623.9745454545464,421,42,F,2388.7734022510726
310900,Município,2024,Média do Salário Real,Mulher - Total,42995,3630.2574999999997,429,42,F,807.2573476645061
310900,Município,2024,Média do Salário Real,Mulher - Total,43304,2829.375714285715,433,43,F,903.8805406478806
310900,Município,2024,Média do Salário Real,Mulher - Total,43991,2716.35576923077,439,43,F,1517.344052199561
310900,Município,2024,Média do Salário Real,Mulher - Total,45200,1756,452,45,G,486.4894654563447
310900,Município,2024,Média do Salário Real,Mulher - Total,45307,2180.3614285714284,453,45,G,599.1706244031152
310900,Município,2024,Média do Salário Real,Mulher - Total,45412,1412,454,45,G,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,46397,730,463,46,G,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,46494,1700.6,464,46,G,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,46711,1237.31,467,46,G,795.7638294117169
310900,Município,2024,Média do Salário Real,Mulher - Total,46893,2791.4457142857145,468,46,G,1351.4686196733924
310900,Município,2024,Média do Salário Real,Mulher - Total,46915,2363.955945945946,469,46,G,727.0610775598929
310900,Município,2024,Média do Salário Real,Mulher - Total,47113,2095.882045454546,471,47,G,822.1618429713689
310900,Município,2024,Média do Salário Real,Mulher - Total,47121,1695.2272413793103,471,47,G,417.8461785658907
310900,Município,2024,Média do Salário Real,Mulher - Total,47130,2514.1580000000004,471,47,G,2802.9520586925655
310900,Município,2024,Média do Salário Real,Mulher - Total,47211,1583.905833333333,472,47,G,370.49538433922044
310900,Município,2024,Média do Salário Real,Mulher - Total,47229,1838.2933333333333,472,47,G,1102.061540829277
310900,Município,2024,Média do Salário Real,Mulher - Total,47237,1556,472,47,G,203.64675298172568
310900,Município,2024,Média do Salário Real,Mulher - Total,47245,1412,472,47,G,0
310900,Município,2024,Média do Salário Real,Mulher - Total,47296,1581.5749999999998,472,47,G,559.8233165472835
310900,Município,2024,Média do Salário Real,Mulher - Total,47318,3174.746666666667,473,47,G,1980.09060444213
310900,Município,2024,Média do Salário Real,Mulher - Total,47415,1684.6666666666667,474,47,G,386.5182186305496
310900,Município,2024,Média do Salário Real,Mulher - Total,47423,2659.27,474,47,G,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,47431,1962.665,474,47,G,536.4889859540455
310900,Município,2024,Média do Salário Real,Mulher - Total,47440,1946.7524528301888,474,47,G,620.0782386580983
310900,Município,2024,Média do Salário Real,Mulher - Total,47539,2135.3149999999996,475,47,G,936.5930545718468
310900,Município,2024,Média do Salário Real,Mulher - Total,47547,2195.5829999999996,475,47,G,879.1601077297202
310900,Município,2024,Média do Salário Real,Mulher - Total,47555,2165.1924000000004,475,47,G,772.2368131995953
310900,Município,2024,Média do Salário Real,Mulher - Total,47571,1679.3,475,47,G,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,47610,1501.19375,476,47,G,562.2236847919797
310900,Município,2024,Média do Salário Real,Mulher - Total,47636,1412,476,47,G,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,47717,2532.0441428571426,477,47,G,1282.7991900374934
310900,Município,2024,Média do Salário Real,Mulher - Total,47725,2330.9375,477,47,G,1296.486795365974
310900,Município,2024,Média do Salário Real,Mulher - Total,47741,2238.37125,477,47,G,809.3609452866856
310900,Município,2024,Média do Salário Real,Mulher - Total,47814,1606.084375,478,47,G,280.80441243692667
310900,Município,2024,Média do Salário Real,Mulher - Total,47822,1774.3372000000004,478,47,G,658.4784851048666
310900,Município,2024,Média do Salário Real,Mulher - Total,47849,1825.25,478,47,G,275.5
310900,Município,2024,Média do Salário Real,Mulher - Total,47890,1923.5264705882355,478,47,G,673.4650032383009
310900,Município,2024,Média do Salário Real,Mulher - Total,49213,1950.0842857142857,492,49,H,536.7069790508641
310900,Município,2024,Média do Salário Real,Mulher - Total,49299,2953.8832352941176,492,49,H,3778.8763611565005
310900,Município,2024,Média do Salário Real,Mulher - Total,49302,1993.53,493,49,H,741.9123677362442
310900,Município,2024,Média do Salário Real,Mulher - Total,52125,3561.6041666666665,521,52,H,3239.259000465885
310900,Município,2024,Média do Salário Real,Mulher - Total,52290,1600,522,52,H,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,52508,2610.7854545454547,525,52,H,226.78412124148534
310900,Município,2024,Média do Salário Real,Mulher - Total,53105,5157.203333333334,531,53,H,1204.731053651948
310900,Município,2024,Média do Salário Real,Mulher - Total,55108,1772.2321111111107,551,55,I,743.6857027775362
310900,Município,2024,Média do Salário Real,Mulher - Total,55906,1760.76,559,55,I,318.778421791689
310900,Município,2024,Média do Salário Real,Mulher - Total,56112,2102.5893969849244,561,56,I,1223.419161216199
310900,Município,2024,Média do Salário Real,Mulher - Total,56121,1430,561,56,I,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,56201,1750.621475409836,562,56,I,576.9805698081351
310900,Município,2024,Média do Salário Real,Mulher - Total,61108,1220.92,611,61,J,550.0047892518755
310900,Município,2024,Média do Salário Real,Mulher - Total,64221,6271.933636363636,642,64,K,2194.371585954725
310900,Município,2024,Média do Salário Real,Mulher - Total,64239,12689.4,642,64,K,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,64247,4018.1869999999994,642,64,K,2800.1627958277522
310900,Município,2024,Média do Salário Real,Mulher - Total,66223,2896.075,662,66,K,191.92999361746448
310900,Município,2024,Média do Salário Real,Mulher - Total,68102,2946.9599999999996,681,68,L,2683.166264844577
310900,Município,2024,Média do Salário Real,Mulher - Total,68218,1821.54625,682,68,L,241.80140475413174
310900,Município,2024,Média do Salário Real,Mulher - Total,68226,2191.5299999999997,682,68,L,1155.8244953855813
310900,Município,2024,Média do Salário Real,Mulher - Total,69117,1515.9233333333334,691,69,M,180.0004934252496
310900,Município,2024,Média do Salário Real,Mulher - Total,69125,2663.776842105263,691,69,M,1710.3250419991732
310900,Município,2024,Média do Salário Real,Mulher - Total,69206,2681.563428571428,692,69,M,956.4575401693075
310900,Município,2024,Média do Salário Real,Mulher - Total,70204,4470.142,702,70,M,1375.9592049621237
310900,Município,2024,Média do Salário Real,Mulher - Total,71120,2200,711,71,M,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,71197,1783.3966666666668,711,71,M,121.2278690455843
310900,Município,2024,Média do Salário Real,Mulher - Total,73190,3311.246666666666,731,73,M,1516.5948022571265
310900,Município,2024,Média do Salário Real,Mulher - Total,73203,1468.47,732,73,M,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,74901,4061.851818181817,749,74,M,631.5908890542704
310900,Município,2024,Média do Salário Real,Mulher - Total,75001,1724.45,750,75,M,335.63489649149585
310900,Município,2024,Média do Salário Real,Mulher - Total,77195,2750,771,77,N,1060.6601717798212
310900,Município,2024,Média do Salário Real,Mulher - Total,77322,1463.5,773,77,N,72.8319984622144
310900,Município,2024,Média do Salário Real,Mulher - Total,77390,1412,773,77,N,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,79112,1647.86,791,79,N,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,80200,1412,802,80,N,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,81125,3350.6206172839507,811,81,N,2143.677397149199
310900,Município,2024,Média do Salário Real,Mulher - Total,82113,2113.062592592593,821,82,N,1310.7302667467845
310900,Município,2024,Média do Salário Real,Mulher - Total,82997,1725.5275000000001,829,82,N,406.28904671252394
310900,Município,2024,Média do Salário Real,Mulher - Total,84116,4751.180956738777,841,84,O,2782.21143097934
