Código IBGE,Nível Regional,Ano,Indicador,Sexo e Raça/Cor,Classe CNAE (5 dígitos),Valor,Grupo CNAE (3 dígitos),Divisão CNAE (2 dígitos),Seção CNAE (1 dígito),Desvio Padrão
310900,Município,2024,Média do Salário Real,Homem - PPI,20991,2577.1266666666666,209,20,C,439.4248577781341
310900,Município,2024,Média do Salário Real,Homem - PPI,23303,2646.00625,233,23,C,1172.7650788741903
310900,Município,2024,Média do Salário Real,Homem - PPI,23915,2228.5,239,23,C,221
310900,Município,2024,Média do Salário Real,Homem - PPI,24512,2435.873333333333,245,24,C,1128.9692164614796
310900,Município,2024,Média do Salário Real,Homem - PPI,25128,2403.83,251,25,C,811.7247465612959
310900,Município,2024,Média do Salário Real,Homem - PPI,28402,1460.14,284,28,C,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,31012,2159.486666666666,310,31,C,717.2863713654865
310900,Município,2024,Média do Salário Real,Homem - PPI,38114,2389.145,381,38,E,271.70069692586355
310900,Município,2024,Média do Salário Real,Homem - PPI,41107,1884.7666666666667,411,41,F,382.81718056186213
310900,Município,2024,Média do Salário Real,Homem - PPI,41204,2721.7340157480317,412,41,F,1721.5826471644841
310900,Município,2024,Média do Salário Real,Homem - PPI,42111,3613.0830457746424,421,42,F,2102.7584672307976
310900,Município,2024,Média do Salário Real,Homem - PPI,42120,4464.001132075471,421,42,F,2438.897050972923
310900,Município,2024,Média do Salário Real,Homem - PPI,42227,3690.922,422,42,F,2063.638496544392
310900,Município,2024,Média do Salário Real,Homem - PPI,42928,3439,429,42,F,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,42995,2840.452790697674,429,42,F,1588.8752205230046
310900,Município,2024,Média do Salário Real,Homem - PPI,43215,5742.34,432,43,F,5363.178661129984
310900,Município,2024,Média do Salário Real,Homem - PPI,43223,2866.713333333333,432,43,F,180.36404778484354
310900,Município,2024,Média do Salário Real,Homem - PPI,43291,4014.2743749999995,432,43,F,2297.2106974037556
310900,Município,2024,Média do Salário Real,Homem - PPI,43304,3117.8946428571426,433,43,F,960.1060097081183
310900,Município,2024,Média do Salário Real,Homem - PPI,43991,3153.49054945055,439,43,F,1853.7262336148553
310900,Município,2024,Média do Salário Real,Homem - PPI,45200,2581.79375,452,45,G,771.0271277595047
310900,Município,2024,Média do Salário Real,Homem - PPI,45307,2044.0917647058823,453,45,G,1202.2875778242246
310900,Município,2024,Média do Salário Real,Homem - PPI,45412,2554.9,454,45,G,0
310900,Município,2024,Média do Salário Real,Homem - PPI,46371,1502.39,463,46,G,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,46451,5104.66,464,46,G,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,46494,1412,464,46,G,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,46729,1634.96,467,46,G,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,46893,2702.3025,468,46,G,994.5330466605924
310900,Município,2024,Média do Salário Real,Homem - PPI,46915,2892.7210000000005,469,46,G,972.5648079382678
310900,Município,2024,Média do Salário Real,Homem - PPI,47113,2491.657580645161,471,47,G,1132.2782582955185
310900,Município,2024,Média do Salário Real,Homem - PPI,47121,1530.2299999999998,471,47,G,520.2948705942302
310900,Município,2024,Média do Salário Real,Homem - PPI,47130,2251.693333333333,471,47,G,380.08950675685145
310900,Município,2024,Média do Salário Real,Homem - PPI,47211,1450.742,472,47,G,179.23956823201735
310900,Município,2024,Média do Salário Real,Homem - PPI,47229,2260.0172727272725,472,47,G,647.0802429234092
310900,Município,2024,Média do Salário Real,Homem - PPI,47237,1690.6666666666667,472,47,G,284.1501950260343
310900,Município,2024,Média do Salário Real,Homem - PPI,47245,1720,472,47,G,298.66369046136157
310900,Município,2024,Média do Salário Real,Homem - PPI,47296,1806.7700000000002,472,47,G,594.085512110841
310900,Município,2024,Média do Salário Real,Homem - PPI,47318,2765.407906976745,473,47,G,2265.368249931542
310900,Município,2024,Média do Salário Real,Homem - PPI,47415,1412,474,47,G,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,47431,1917.06375,474,47,G,819.1302990879587
310900,Município,2024,Média do Salário Real,Homem - PPI,47440,1928.037804878048,474,47,G,474.52670464609514
310900,Município,2024,Média do Salário Real,Homem - PPI,47539,3691.3950000000004,475,47,G,1862.809175425653
310900,Município,2024,Média do Salário Real,Homem - PPI,47547,1800.3049999999998,475,47,G,449.2885776981205
310900,Município,2024,Média do Salário Real,Homem - PPI,47610,1512.6066666666666,476,47,G,174.2558582468128
310900,Município,2024,Média do Salário Real,Homem - PPI,47717,2472.2731250000006,477,47,G,1778.2058935332125
310900,Município,2024,Média do Salário Real,Homem - PPI,47725,4606.48,477,47,G,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,47814,1559.775,478,47,G,63.3214122552553
310900,Município,2024,Média do Salário Real,Homem - PPI,47822,1412,478,47,G,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,47849,2071.415,478,47,G,331.79456186019684
310900,Município,2024,Média do Salário Real,Homem - PPI,47890,1683.7189655172413,478,47,G,666.6868183109711
310900,Município,2024,Média do Salário Real,Homem - PPI,49213,2963.8324324324303,492,49,H,732.1008330498281
310900,Município,2024,Média do Salário Real,Homem - PPI,49299,3065.4681188118793,492,49,H,895.7161747157554
310900,Município,2024,Média do Salário Real,Homem - PPI,49302,3207.1007958477553,493,49,H,1240.7235185955972
310900,Município,2024,Média do Salário Real,Homem - PPI,52125,4168.227209302326,521,52,H,4229.424545603566
310900,Município,2024,Média do Salário Real,Homem - PPI,52508,4137.78222222222,525,52,H,1601.0357402492787
310900,Município,2024,Média do Salário Real,Homem - PPI,53105,4709.667142857143,531,53,H,1096.053685709392
310900,Município,2024,Média do Salário Real,Homem - PPI,55108,1844.1813043478267,551,55,I,734.0138334167482
310900,Município,2024,Média do Salário Real,Homem - PPI,55906,3500,559,55,I,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,56112,2358.4240677966104,561,56,I,1666.4586139435373
310900,Município,2024,Média do Salário Real,Homem - PPI,56201,1986.1862500000002,562,56,I,415.8513121962671
310900,Município,2024,Média do Salário Real,Homem - PPI,61108,3467.57,611,61,J,2499.721466443812
310900,Município,2024,Média do Salário Real,Homem - PPI,64221,5974.746666666666,642,64,K,1398.5224873892205
310900,Município,2024,Média do Salário Real,Homem - PPI,64239,14794.79,642,64,K,4118.769721191027
310900,Município,2024,Média do Salário Real,Homem - PPI,64247,8141.174999999999,642,64,K,1882.8627237401029
310900,Município,2024,Média do Salário Real,Homem - PPI,66193,3592.86,661,66,K,1552.325658874452
310900,Município,2024,Média do Salário Real,Homem - PPI,66223,2118.1,662,66,K,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,68102,3210.1433333333334,681,68,L,1168.7563959325882
310900,Município,2024,Média do Salário Real,Homem - PPI,68218,1479.63,682,68,L,95.64326322329242
310900,Município,2024,Média do Salário Real,Homem - PPI,68226,2244.17,682,68,L,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,69117,1663.03,691,69,M,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,69125,4813.686666666667,691,69,M,5040.417025285375
310900,Município,2024,Média do Salário Real,Homem - PPI,69206,1631.1016666666667,692,69,M,309.43245404557473
310900,Município,2024,Média do Salário Real,Homem - PPI,70204,5038.553333333334,702,70,M,1573.3597501604645
310900,Município,2024,Média do Salário Real,Homem - PPI,71120,2856.405,711,71,M,1763.036408600231
310900,Município,2024,Média do Salário Real,Homem - PPI,71197,1600,711,71,M,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,73190,2175.295,731,73,M,355.656565195508
310900,Município,2024,Média do Salário Real,Homem - PPI,77195,2731.3375,771,77,N,505.37389177881624
310900,Município,2024,Média do Salário Real,Homem - PPI,77322,1798.8262499999998,773,77,N,356.20817131629644
310900,Município,2024,Média do Salário Real,Homem - PPI,79112,1986.71,791,79,N,256.7928986557065
310900,Município,2024,Média do Salário Real,Homem - PPI,80200,2171.145,802,80,N,474.53228978648025
310900,Município,2024,Média do Salário Real,Homem - PPI,81125,3302.689141414142,811,81,N,1445.5406391279096
310900,Município,2024,Média do Salário Real,Homem - PPI,82113,2244.56,821,82,N,845.3482766410541
310900,Município,2024,Média do Salário Real,Homem - PPI,82997,1828.8186666666668,829,82,N,401.7015103081012
310900,Município,2024,Média do Salário Real,Homem - PPI,84116,4164.846572438162,841,84,O,1847.6952176734633
310900,Município,2024,Média do Salário Real,Homem - PPI,85139,3092.92,851,85,P,2050.2942918152016
310900,Município,2024,Média do Salário Real,Homem - PPI,85201,1608.87,852,85,P,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,85333,1765.0928571428572,853,85,P,737.2433470416283
310900,Município,2024,Média do Salário Real,Homem - PPI,85937,2638.23,859,85,P,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,85996,2018.7142857142858,859,85,P,615.4537514944332
310900,Município,2024,Média do Salário Real,Homem - PPI,86101,3548.4757142857147,861,86,Q,1054.5747303039811
310900,Município,2024,Média do Salário Real,Homem - PPI,86305,3691.631818181818,863,86,Q,1442.3005978700708
310900,Município,2024,Média do Salário Real,Homem - PPI,87115,1845.54,871,87,Q,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,91023,3330.862774566475,910,91,R,3042.3899578661535
310900,Município,2024,Média do Salário Real,Homem - PPI,93123,1677.9125,931,93,R,818.3306840299953
310900,Município,2024,Média do Salário Real,Homem - PPI,93131,2249.935,931,93,R,1252.495306384134
310900,Município,2024,Média do Salário Real,Homem - PPI,93298,4030,932,93,R,601.0407640085654
310900,Município,2024,Média do Salário Real,Homem - PPI,94308,3111.8569444444456,943,94,S,2481.0137514409244
310900,Município,2024,Média do Salário Real,Homem - PPI,94910,2700,949,94,S,NA
310900,Município,2024,Média do Salário Real,Homem - PPI,94995,2513.485,949,94,S,921.396429021137
310900,Município,2024,Média do Salário Real,Homem - PPI,95291,2600.5950000000003,952,95,S,632.3701437449431
310900,Município,2024,Média do Salário Real,Homem - PPI,96092,1072.665,960,96,S,479.8921591878742
310900,Município,2024,Média do Salário Real,Homem - Total,01113,2118,011,01,A,NA
310900,Município,2024,Média do Salário Real,Homem - Total,01199,2392.2727272727275,011,01,A,395.5140300442175
310900,Município,2024,Média do Salário Real,Homem - Total,01211,2304.89,012,01,A,947.5549822921447
310900,Município,2024,Média do Salário Real,Homem - Total,01318,1366.45,013,01,A,45.549999999999955
310900,Município,2024,Média do Salário Real,Homem - Total,01393,2196.645,013,01,A,467.87134390770296
310900,Município,2024,Média do Salário Real,Homem - Total,01512,1987.3356666666668,015,01,A,656.5213242315397
310900,Município,2024,Média do Salário Real,Homem - Total,01521,2128.7231578947367,015,01,A,837.6825318039488
310900,Município,2024,Média do Salário Real,Homem - Total,01547,2213.863888888889,015,01,A,776.0667523604403
310900,Município,2024,Média do Salário Real,Homem - Total,01598,1711.52,015,01,A,NA
310900,Município,2024,Média do Salário Real,Homem - Total,01610,2013.8950000000004,016,01,A,539.8490518313039
310900,Município,2024,Média do Salário Real,Homem - Total,01628,1832.7330769230769,016,01,A,391.1984384210614
310900,Município,2024,Média do Salário Real,Homem - Total,02306,2620.8027777777775,023,02,A,1204.178447292382
310900,Município,2024,Média do Salário Real,Homem - Total,07103,6678.495586987269,071,07,B,6025.2526277061015
310900,Município,2024,Média do Salário Real,Homem - Total,08100,3454.9159999999997,081,08,B,1501.5506785285045
310900,Município,2024,Média do Salário Real,Homem - Total,09904,4017.7994915254244,099,09,B,2326.6035290329028
310900,Município,2024,Média do Salário Real,Homem - Total,10121,1981.863666666666,101,10,C,775.0041378346982
310900,Município,2024,Média do Salário Real,Homem - Total,10139,2501.04,101,10,C,NA
310900,Município,2024,Média do Salário Real,Homem - Total,10520,1681.91,105,10,C,NA
310900,Município,2024,Média do Salário Real,Homem - Total,10538,1940,105,10,C,402.49223594996215
310900,Município,2024,Média do Salário Real,Homem - Total,10911,1810.3864285714285,109,10,C,390.2050931853686
310900,Município,2024,Média do Salário Real,Homem - Total,10945,1958.5166666666664,109,10,C,190.61630598316265
310900,Município,2024,Média do Salário Real,Homem - Total,10953,1500,109,10,C,NA
310900,Município,2024,Média do Salário Real,Homem - Total,11135,2000,111,11,C,NA
310900,Município,2024,Média do Salário Real,Homem - Total,11216,2788.7079104477625,112,11,C,2224.022032796041
310900,Município,2024,Média do Salário Real,Homem - Total,14126,1515,141,14,C,NA
310900,Município,2024,Média do Salário Real,Homem - Total,14134,2047.3827272727276,141,14,C,684.3183429675242
310900,Município,2024,Média do Salário Real,Homem - Total,16226,1791.3866666666665,162,16,C,370.34744839587233
310900,Município,2024,Média do Salário Real,Homem - Total,18300,1412,183,18,C,0
310900,Município,2024,Média do Salário Real,Homem - Total,20991,2577.1266666666666,209,20,C,439.4248577781341
310900,Município,2024,Média do Salário Real,Homem - Total,23303,2260.8969230769226,233,23,C,1033.3242813881857
310900,Município,2024,Média do Salário Real,Homem - Total,23915,2372,239,23,C,284.95613697550016
310900,Município,2024,Média do Salário Real,Homem - Total,24512,2783.0425,245,24,C,1841.8504964543486
310900,Município,2024,Média do Salário Real,Homem - Total,25128,2586.87076923077,251,25,C,894.3882654218799
310900,Município,2024,Média do Salário Real,Homem - Total,28402,1460.14,284,28,C,NA
310900,Município,2024,Média do Salário Real,Homem - Total,31012,2159.486666666666,310,31,C,717.2863713654865
310900,Município,2024,Média do Salário Real,Homem - Total,38114,2428.0474999999997,381,38,E,244.39766136068366
310900,Município,2024,Média do Salário Real,Homem - Total,41107,1956.616,411,41,F,288.2876987143226
310900,Município,2024,Média do Salário Real,Homem - Total,41204,2831.0871604938284,412,41,F,2032.937909329905
310900,Município,2024,Média do Salário Real,Homem - Total,42111,3707.512470930233,421,42,F,2424.266012091244
310900,Município,2024,Média do Salário Real,Homem - Total,42120,4450.747716535433,421,42,F,2475.2697775724955
310900,Município,2024,Média do Salário Real,Homem - Total,42138,8156.7,421,42,F,6387.578397170558
310900,Município,2024,Média do Salário Real,Homem - Total,42227,3690.922,422,42,F,2063.638496544392
310900,Município,2024,Média do Salário Real,Homem - Total,42928,3439,429,42,F,NA
310900,Município,2024,Média do Salário Real,Homem - Total,42995,3005.7230357142867,429,42,F,1900.2389114060175
310900,Município,2024,Média do Salário Real,Homem - Total,43215,5742.34,432,43,F,5363.178661129984
310900,Município,2024,Média do Salário Real,Homem - Total,43223,2866.713333333333,432,43,F,180.36404778484354
310900,Município,2024,Média do Salário Real,Homem - Total,43291,5407.197727272727,432,43,F,4271.587808698119
310900,Município,2024,Média do Salário Real,Homem - Total,43304,2954.550810810811,433,43,F,933.4114751228371
310900,Município,2024,Média do Salário Real,Homem - Total,43991,2936.68,439,43,F,1687.5412028372905
310900,Município,2024,Média do Salário Real,Homem - Total,45111,2337.5,451,45,G,229.80970388562795
310900,Município,2024,Média do Salário Real,Homem - Total,45200,2324.278181818182,452,45,G,784.244371058131
310900,Município,2024,Média do Salário Real,Homem - Total,45307,2257.784,453,45,G,1298.4831197689864
310900,Município,2024,Média do Salário Real,Homem - Total,45412,2554.9,454,45,G,0
310900,Município,2024,Média do Salário Real,Homem - Total,46371,2271.16,463,46,G,1248.9096411136663
310900,Município,2024,Média do Salário Real,Homem - Total,46451,5104.66,464,46,G,NA
310900,Município,2024,Média do Salário Real,Homem - Total,46494,1719.825,464,46,G,435.330289837498
310900,Município,2024,Média do Salário Real,Homem - Total,46711,1178.67,467,46,G,NA
310900,Município,2024,Média do Salário Real,Homem - Total,46729,1634.96,467,46,G,NA
310900,Município,2024,Média do Salário Real,Homem - Total,46893,3209.0162962962963,468,46,G,1351.1265611963856
310900,Município,2024,Média do Salário Real,Homem - Total,46915,2938.032826086957,469,46,G,959.6055764570106
310900,Município,2024,Média do Salário Real,Homem - Total,47113,2597.582071005917,471,47,G,1157.3347715851667
310900,Município,2024,Média do Salário Real,Homem - Total,47121,1899.5728571428572,471,47,G,860.3532849710284
310900,Município,2024,Média do Salário Real,Homem - Total,47130,2358.642727272727,471,47,G,508.2721562133993
310900,Município,2024,Média do Salário Real,Homem - Total,47211,1734.7109090909091,472,47,G,551.9377583107455
310900,Município,2024,Média do Salário Real,Homem - Total,47229,2463.5118749999997,472,47,G,1330.2285287083507
310900,Município,2024,Média do Salário Real,Homem - Total,47237,1570.09,472,47,G,260.5573650849271
310900,Município,2024,Média do Salário Real,Homem - Total,47245,1689.635,472,47,G,251.30618688497634
310900,Município,2024,Média do Salário Real,Homem - Total,47296,1740.4650000000001,472,47,G,502.86891191111306
310900,Município,2024,Média do Salário Real,Homem - Total,47318,2650.4821052631582,473,47,G,1991.293783271441
310900,Município,2024,Média do Salário Real,Homem - Total,47415,1463.5,474,47,G,72.8319984622144
310900,Município,2024,Média do Salário Real,Homem - Total,47431,2573.7154545454546,474,47,G,1463.682818197738
310900,Município,2024,Média do Salário Real,Homem - Total,47440,1928.8222314049574,474,47,G,497.9379531787195
310900,Município,2024,Média do Salário Real,Homem - Total,47512,2043.7,475,47,G,NA
310900,Município,2024,Média do Salário Real,Homem - Total,47539,2965.9300000000003,475,47,G,1820.4195699618263
310900,Município,2024,Média do Salário Real,Homem - Total,47547,1773.409166666667,475,47,G,375.4395325108555
310900,Município,2024,Média do Salário Real,Homem - Total,47610,1485.8366666666668,476,47,G,125.15720701049005
310900,Município,2024,Média do Salário Real,Homem - Total,47717,2261.04875,477,47,G,1361.011356350312
310900,Município,2024,Média do Salário Real,Homem - Total,47725,5422.254999999999,477,47,G,1153.6800688449118
310900,Município,2024,Média do Salário Real,Homem - Total,47741,2000,477,47,G,NA
310900,Município,2024,Média do Salário Real,Homem - Total,47814,1795.976,478,47,G,639.4432399595761
310900,Município,2024,Média do Salário Real,Homem - Total,47822,2275.67,478,47,G,1407.6620960656717
310900,Município,2024,Média do Salário Real,Homem - Total,47849,2022.0442105263155,478,47,G,327.76709444895283
310900,Município,2024,Média do Salário Real,Homem - Total,47890,1733.478484848485,478,47,G,678.3911222523166
310900,Município,2024,Média do Salário Real,Homem - Total,49213,2973.1376744186023,492,49,H,678.1970984822193
310900,Município,2024,Média do Salário Real,Homem - Total,49248,1515.24,492,49,H,NA
310900,Município,2024,Média do Salário Real,Homem - Total,49299,3161.67951724138,492,49,H,859.7389291122133
310900,Município,2024,Média do Salário Real,Homem - Total,49302,3079.6342857142927,493,49,H,1231.2864346067543
310900,Município,2024,Média do Salário Real,Homem - Total,52125,4195.870227272728,521,52,H,4183.975770310078
310900,Município,2024,Média do Salário Real,Homem - Total,52231,1628.24,522,52,H,NA
310900,Município,2024,Média do Salário Real,Homem - Total,52508,4438.85933962264,525,52,H,2566.222555930824
310900,Município,2024,Média do Salário Real,Homem - Total,53105,4613.114545454545,531,53,H,1058.8474976347031
310900,Município,2024,Média do Salário Real,Homem - Total,55108,2159.7036923076926,551,55,I,1733.0662406885315
310900,Município,2024,Média do Salário Real,Homem - Total,55906,3500,559,55,I,NA
310900,Município,2024,Média do Salário Real,Homem - Total,56112,2234.716767676768,561,56,I,1382.8905295651111
310900,Município,2024,Média do Salário Real,Homem - Total,56201,1977.9715384615386,562,56,I,393.51923931887063
310900,Município,2024,Média do Salário Real,Homem - Total,61108,2203.2285714285713,611,61,J,1484.9313985324775
310900,Município,2024,Média do Salário Real,Homem - Total,62015,3333.33,620,62,J,NA
310900,Município,2024,Média do Salário Real,Homem - Total,64221,8564.766923076922,642,64,K,5061.625271967797
310900,Município,2024,Média do Salário Real,Homem - Total,64239,21447.196000000004,642,64,K,6525.599048756368
310900,Município,2024,Média do Salário Real,Homem - Total,64247,6178.1762499999995,642,64,K,4585.06166797269
310900,Município,2024,Média do Salário Real,Homem - Total,66193,3592.86,661,66,K,1552.325658874452
310900,Município,2024,Média do Salário Real,Homem - Total,66223,2118.1,662,66,K,NA
310900,Município,2024,Média do Salário Real,Homem - Total,68102,2920.1075,681,68,L,1116.7560822123753
310900,Município,2024,Média do Salário Real,Homem - Total,68218,1889.815,682,68,L,627.7352336508336
310900,Município,2024,Média do Salário Real,Homem - Total,68226,2244.17,682,68,L,NA
310900,Município,2024,Média do Salário Real,Homem - Total,69117,1663.03,691,69,M,NA
310900,Município,2024,Média do Salário Real,Homem - Total,69125,4328.794285714286,691,69,M,3831.2853470879704
310900,Município,2024,Média do Salário Real,Homem - Total,69206,2070.2736363636363,692,69,M,856.6732587897526
310900,Município,2024,Média do Salário Real,Homem - Total,70204,4917.7699999999995,702,70,M,1531.7623275314104
310900,Município,2024,Média do Salário Real,Homem - Total,71120,2169.4955555555557,711,71,M,981.4827681257466
310900,Município,2024,Média do Salário Real,Homem - Total,71197,2299.103333333333,711,71,M,1056.2962994507427
310900,Município,2024,Média do Salário Real,Homem - Total,73190,2467.581428571429,731,73,M,602.2917664894253
310900,Município,2024,Média do Salário Real,Homem - Total,74901,4866.61,749,74,M,5139.292234958039
310900,Município,2024,Média do Salário Real,Homem - Total,75001,1902.7,750,75,M,693.9545950564778
310900,Município,2024,Média do Salário Real,Homem - Total,77195,2808.4633333333336,771,77,N,1031.0101012114285
310900,Município,2024,Média do Salário Real,Homem - Total,77322,1909.9553846153847,773,77,N,336.68687739538706
310900,Município,2024,Média do Salário Real,Homem - Total,79112,1986.71,791,79,N,256.7928986557065
310900,Município,2024,Média do Salário Real,Homem - Total,80200,2171.145,802,80,N,474.53228978648025
310900,Município,2024,Média do Salário Real,Homem - Total,81125,3206.4570526315783,811,81,N,1364.6676214537001
310900,Município,2024,Média do Salário Real,Homem - Total,82113,2216.449285714286,821,82,N,799.1382742916974
310900,Município,2024,Média do Salário Real,Homem - Total,82997,1837.6068181818182,829,82,N,349.3266329926268
310900,Município,2024,Média do Salário Real,Homem - Total,84116,4675.584822580642,841,84,O,2478.588161584758
310900,Município,2024,Média do Salário Real,Homem - Total,85139,2691.1140909090914,851,85,P,1576.0626778497863
310900,Município,2024,Média do Salário Real,Homem - Total,85201,1285.58625,852,85,P,473.96700174281267
310900,Município,2024,Média do Salário Real,Homem - Total,85333,2958.4197142857147,853,85,P,3715.7441364767947
310900,Município,2024,Média do Salário Real,Homem - Total,85937,2638.23,859,85,P,NA
310900,Município,2024,Média do Salário Real,Homem - Total,85996,2148.1240000000003,859,85,P,487.59213729744016
310900,Município,2024,Média do Salário Real,Homem - Total,86101,3444.918571428572,861,86,Q,1040.6583528939261
310900,Município,2024,Média do Salário Real,Homem - Total,86305,3061.4323529411768,863,86,Q,1498.8923557519458
310900,Município,2024,Média do Salário Real,Homem - Total,86402,2851.403333333333,864,86,Q,979.2993243300707
310900,Município,2024,Média do Salário Real,Homem - Total,87115,1845.54,871,87,Q,NA
310900,Município,2024,Média do Salário Real,Homem - Total,87204,1755.91,872,87,Q,NA
310900,Município,2024,Média do Salário Real,Homem - Total,91023,3633.5063385826743,910,91,R,3517.8956178712197
310900,Município,2024,Média do Salário Real,Homem - Total,93123,1997.9389999999999,931,93,R,720.6188256931215
310900,Município,2024,Média do Salário Real,Homem - Total,93131,2106.1180000000004,931,93,R,1146.8214659154423
310900,Município,2024,Média do Salário Real,Homem - Total,93298,4030,932,93,R,601.0407640085654
310900,Município,2024,Média do Salário Real,Homem - Total,94308,2940.7544594594597,943,94,S,1910.4973201439202
310900,Município,2024,Média do Salário Real,Homem - Total,94910,2762,949,94,S,87.68124086713189
310900,Município,2024,Média do Salário Real,Homem - Total,94995,2860.2221428571424,949,94,S,1182.0704859766793
310900,Município,2024,Média do Salário Real,Homem - Total,95291,2600.5950000000003,952,95,S,632.3701437449431
310900,Município,2024,Média do Salário Real,Homem - Total,96092,1185.7766666666666,960,96,S,391.8303071909233
310900,Município,2024,Média do Salário Real,Mulher - BrAm,01512,1872.3333333333333,015,01,A,637.5235943346202
310900,Município,2024,Média do Salário Real,Mulher - BrAm,01521,2569.633333333333,015,01,A,776.9737690123994
310900,Município,2024,Média do Salário Real,Mulher - BrAm,01547,2000,015,01,A,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,01610,1798.65,016,01,A,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,02306,4233.71,023,02,A,2027.57212650993
310900,Município,2024,Média do Salário Real,Mulher - BrAm,07103,7581.5407065217405,071,07,B,6014.770544191008
310900,Município,2024,Média do Salário Real,Mulher - BrAm,09904,2927.352,099,09,B,1202.5755869674058
310900,Município,2024,Média do Salário Real,Mulher - BrAm,10121,1923.2500000000002,101,10,C,589.7293405574168
310900,Município,2024,Média do Salário Real,Mulher - BrAm,10538,1232,105,10,C,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,10643,1412,106,10,C,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,10911,1757.0144444444445,109,10,C,261.0757552948526
310900,Município,2024,Média do Salário Real,Mulher - BrAm,10945,1884.37,109,10,C,419.47260136986296
310900,Município,2024,Média do Salário Real,Mulher - BrAm,11216,1957.0657142857142,112,11,C,511.2526189470522
310900,Município,2024,Média do Salário Real,Mulher - BrAm,14126,1750,141,14,C,0
310900,Município,2024,Média do Salário Real,Mulher - BrAm,14134,2413.535714285714,141,14,C,987.3882687459594
310900,Município,2024,Média do Salário Real,Mulher - BrAm,23303,1412,233,23,C,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,24512,2360.976666666667,245,24,C,709.1883470794859
310900,Município,2024,Média do Salário Real,Mulher - BrAm,28402,1460.14,284,28,C,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,32507,1412,325,32,C,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,41204,5230.114615384616,412,41,F,2886.048497388241
310900,Município,2024,Média do Salário Real,Mulher - BrAm,42111,3752.7152631578947,421,42,F,3518.6018373565003
310900,Município,2024,Média do Salário Real,Mulher - BrAm,42120,4571.328571428571,421,42,F,2874.302819099086
310900,Município,2024,Média do Salário Real,Mulher - BrAm,42995,3941.716666666667,429,42,F,628.8527355695715
310900,Município,2024,Média do Salário Real,Mulher - BrAm,43304,3239.985,433,43,F,1866.74068912905
310900,Município,2024,Média do Salário Real,Mulher - BrAm,43991,2843.6130769230763,439,43,F,1862.8467296201293
310900,Município,2024,Média do Salário Real,Mulher - BrAm,45200,1412,452,45,G,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,45307,1901.22,453,45,G,574.6112644214347
310900,Município,2024,Média do Salário Real,Mulher - BrAm,46494,1700.6,464,46,G,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,46711,1800,467,46,G,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,46893,4021.0399999999995,468,46,G,498.2735233784751
310900,Município,2024,Média do Salário Real,Mulher - BrAm,46915,2275.5333333333333,469,46,G,410.82845218533737
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47113,2363.1409677419356,471,47,G,1265.5823260522006
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47121,1811.6208333333334,471,47,G,475.66063340576096
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47130,6138.91,471,47,G,5996.067514563191
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47211,1489.357,472,47,G,200.22589054754022
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47229,1189.7,472,47,G,547.7272323885311
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47296,1700,472,47,G,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47318,3291.64,473,47,G,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47415,2127,474,47,G,NA
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47431,1962.665,474,47,G,536.4889859540455
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47440,2024.1909523809522,474,47,G,688.098580284139
310900,Município,2024,Média do Salário Real,Mulher - BrAm,47539,1987.6625,475,47,G,459.782092617434
